Energy(eV) Total(1/s) Acoustic(1/s) IV_g_ems(1/s) IV_g_abs(1/s) IV_f_ems(1/s) IV_f_abs(1/s) II(1/s)
1.27 1.06342e+14 3.00421e+13 5.04356e+13 6.47e+12 1.66321e+13 2.76137e+12 5.72658e+08
1.271 1.06458e+14 3.00662e+13 5.0498e+13 6.47629e+12 1.66531e+13 2.7641e+12 5.84841e+08
1.272 1.06574e+14 3.00902e+13 5.05599e+13 6.48263e+12 1.66735e+13 2.76684e+12 5.97197e+08
1.273 1.06687e+14 3.0114e+13 5.06205e+13 6.48901e+12 1.66933e+13 2.76959e+12 6.09725e+08
1.274 1.06798e+14 3.01376e+13 5.068e+13 6.49539e+12 1.67124e+13 2.77234e+12 6.22427e+08
1.275 1.06909e+14 3.0161e+13 5.07396e+13 6.50178e+12 1.67311e+13 2.77508e+12 6.35305e+08
1.276 1.0702e+14 3.01842e+13 5.07994e+13 6.50817e+12 1.67497e+13 2.77781e+12 6.48358e+08
1.277 1.07131e+14 3.02075e+13 5.08597e+13 6.51458e+12 1.67677e+13 2.78052e+12 6.6159e+08
1.278 1.07243e+14 3.0231e+13 5.09224e+13 6.52099e+12 1.67851e+13 2.78323e+12 6.75e+08
1.279 1.07359e+14 3.02546e+13 5.09883e+13 6.52741e+12 1.68019e+13 2.78595e+12 6.8859e+08
1.28 1.07475e+14 3.02783e+13 5.10561e+13 6.53385e+12 1.68179e+13 2.78868e+12 7.02362e+08
1.281 1.07592e+14 3.03021e+13 5.11243e+13 6.54027e+12 1.68333e+13 2.79143e+12 7.16315e+08
1.282 1.07708e+14 3.03261e+13 5.11928e+13 6.54669e+12 1.6848e+13 2.79421e+12 7.30453e+08
1.283 1.07824e+14 3.03502e+13 5.12614e+13 6.55311e+12 1.68617e+13 2.797e+12 7.44775e+08
1.284 1.07939e+14 3.03746e+13 5.13301e+13 6.55961e+12 1.68742e+13 2.7998e+12 7.59283e+08
1.285 1.08054e+14 3.03994e+13 5.13986e+13 6.56611e+12 1.68863e+13 2.80262e+12 7.73979e+08
1.286 1.08167e+14 3.04244e+13 5.14651e+13 6.5726e+12 1.68985e+13 2.80545e+12 7.88862e+08
1.287 1.08277e+14 3.04497e+13 5.15279e+13 6.57907e+12 1.69111e+13 2.8083e+12 8.03936e+08
1.288 1.08384e+14 3.04754e+13 5.15869e+13 6.58554e+12 1.69241e+13 2.81115e+12 8.192e+08
1.289 1.08488e+14 3.05015e+13 5.16422e+13 6.59199e+12 1.69375e+13 2.81399e+12 8.34656e+08
1.29 1.08589e+14 3.05279e+13 5.16939e+13 6.59842e+12 1.69514e+13 2.81682e+12 8.50306e+08
1.291 1.08687e+14 3.05547e+13 5.17418e+13 6.60484e+12 1.69657e+13 2.81964e+12 8.66149e+08
1.292 1.08783e+14 3.05818e+13 5.1786e+13 6.61124e+12 1.69803e+13 2.82246e+12 8.82189e+08
1.293 1.08874e+14 3.06093e+13 5.18265e+13 6.61762e+12 1.69948e+13 2.82528e+12 8.98425e+08
1.294 1.08962e+14 3.06371e+13 5.18632e+13 6.62398e+12 1.70089e+13 2.82809e+12 9.14859e+08
1.295 1.09046e+14 3.06652e+13 5.18963e+13 6.63034e+12 1.70226e+13 2.8309e+12 9.31493e+08
1.296 1.09126e+14 3.06936e+13 5.19258e+13 6.63649e+12 1.70359e+13 2.8337e+12 9.48326e+08
1.297 1.09203e+14 3.07223e+13 5.19516e+13 6.64228e+12 1.70494e+13 2.83649e+12 9.65362e+08
1.298 1.09276e+14 3.07513e+13 5.19738e+13 6.6477e+12 1.70634e+13 2.83928e+12 9.826e+08
1.299 1.09347e+14 3.07807e+13 5.19932e+13 6.65277e+12 1.70778e+13 2.84206e+12 1.00004e+09
1.3 1.09421e+14 3.08104e+13 5.20144e+13 6.65748e+12 1.70927e+13 2.84477e+12 1.01769e+09
1.301 1.09499e+14 3.08404e+13 5.20401e+13 6.66212e+12 1.71082e+13 2.84742e+12 1.03554e+09
1.302 1.09584e+14 3.08708e+13 5.20706e+13 6.66678e+12 1.71242e+13 2.85001e+12 1.0536e+09
1.303 1.09674e+14 3.09015e+13 5.21063e+13 6.67153e+12 1.71408e+13 2.85252e+12 1.07188e+09
1.304 1.0977e+14 3.09322e+13 5.21472e+13 6.67641e+12 1.71577e+13 2.85501e+12 1.09036e+09
1.305 1.09871e+14 3.09629e+13 5.21932e+13 6.68134e+12 1.71746e+13 2.85748e+12 1.10905e+09
1.306 1.09977e+14 3.09935e+13 5.22443e+13 6.68633e+12 1.71914e+13 2.85996e+12 1.12795e+09
1.307 1.10087e+14 3.10241e+13 5.22998e+13 6.69138e+12 1.72081e+13 2.86246e+12 1.14707e+09
1.308 1.10199e+14 3.10547e+13 5.23563e+13 6.69649e+12 1.72248e+13 2.86496e+12 1.1664e+09
1.309 1.1031e+14 3.10852e+13 5.24133e+13 6.70167e+12 1.72413e+13 2.86747e+12 1.18595e+09
1.31 1.10422e+14 3.11157e+13 5.24707e+13 6.7069e+12 1.72576e+13 2.86997e+12 1.20571e+09
1.311 1.10534e+14 3.11464e+13 5.25284e+13 6.71219e+12 1.72737e+13 2.87239e+12 1.2257e+09
1.312 1.10646e+14 3.11772e+13 5.25852e+13 6.71751e+12 1.72896e+13 2.87471e+12 1.2459e+09
1.313 1.10756e+14 3.12082e+13 5.26411e+13 6.72284e+12 1.73053e+13 2.87692e+12 1.26633e+09
1.314 1.10864e+14 3.12393e+13 5.26958e+13 6.72817e+12 1.73208e+13 2.87902e+12 1.28697e+09
1.315 1.10972e+14 3.12707e+13 5.27496e+13 6.73351e+12 1.73361e+13 2.88104e+12 1.30784e+09
1.316 1.11079e+14 3.13022e+13 5.28022e+13 6.73886e+12 1.73512e+13 2.88305e+12 1.32893e+09
1.317 1.11184e+14 3.13338e+13 5.28538e+13 6.74422e+12 1.73661e+13 2.88507e+12 1.35025e+09
1.318 1.11289e+14 3.13656e+13 5.29043e+13 6.74958e+12 1.73809e+13 2.88713e+12 1.3718e+09
1.319 1.11392e+14 3.13975e+13 5.29537e+13 6.75496e+12 1.73955e+13 2.88923e+12 1.39357e+09
1.32 1.11495e+14 3.14295e+13 5.30023e+13 6.76034e+12 1.741e+13 2.89134e+12 1.41558e+09
1.321 1.11596e+14 3.14612e+13 5.30502e+13 6.76571e+12 1.74244e+13 2.89347e+12 1.43781e+09
1.322 1.11696e+14 3.14925e+13 5.30973e+13 6.7708e+12 1.74388e+13 2.89562e+12 1.46028e+09
1.323 1.11795e+14 3.15235e+13 5.31439e+13 6.77525e+12 1.7453e+13 2.89779e+12 1.48298e+09
1.324 1.11893e+14 3.15541e+13 5.31902e+13 6.77979e+12 1.74672e+13 2.89997e+12 1.50591e+09
1.325 1.1199e+14 3.15844e+13 5.32362e+13 6.78441e+12 1.74813e+13 2.90213e+12 1.52907e+09
1.326 1.12087e+14 3.16147e+13 5.32819e+13 6.78911e+12 1.74955e+13 2.9042e+12 1.55248e+09
1.327 1.12184e+14 3.16453e+13 5.33274e+13 6.79398e+12 1.75096e+13 2.9063e+12 1.57612e+09
1.328 1.12282e+14 3.16762e+13 5.33725e+13 6.79905e+12 1.75238e+13 2.90841e+12 1.6e+09
1.329 1.12379e+14 3.17075e+13 5.34173e+13 6.80429e+12 1.7538e+13 2.91053e+12 1.62412e+09
1.33 1.12477e+14 3.1739e+13 5.34619e+13 6.80968e+12 1.75521e+13 2.91268e+12 1.64848e+09
1.331 1.12575e+14 3.17709e+13 5.35061e+13 6.81515e+12 1.75663e+13 2.91485e+12 1.67309e+09
1.332 1.12673e+14 3.18031e+13 5.35501e+13 6.82071e+12 1.75806e+13 2.91705e+12 1.69793e+09
1.333 1.12772e+14 3.18355e+13 5.35938e+13 6.82636e+12 1.75949e+13 2.91927e+12 1.72303e+09
1.334 1.1287e+14 3.18682e+13 5.36371e+13 6.83213e+12 1.76093e+13 2.9215e+12 1.74836e+09
1.335 1.12968e+14 3.1901e+13 5.36801e+13 6.83799e+12 1.76237e+13 2.92375e+12 1.77395e+09
1.336 1.13066e+14 3.19337e+13 5.37228e+13 6.84387e+12 1.76383e+13 2.92597e+12 1.79978e+09
1.337 1.13164e+14 3.19663e+13 5.37652e+13 6.84978e+12 1.7653e+13 2.92807e+12 1.82587e+09
1.338 1.13262e+14 3.19989e+13 5.38074e+13 6.8557e+12 1.76679e+13 2.93007e+12 1.8522e+09
1.339 1.1336e+14 3.20314e+13 5.38496e+13 6.86163e+12 1.76829e+13 2.93207e+12 1.87879e+09
1.34 1.13457e+14 3.20639e+13 5.3892e+13 6.86754e+12 1.76981e+13 2.93408e+12 1.90563e+09
1.341 1.13556e+14 3.20963e+13 5.39347e+13 6.8734e+12 1.77133e+13 2.9361e+12 1.93272e+09
1.342 1.13654e+14 3.21286e+13 5.39775e+13 6.87923e+12 1.77287e+13 2.93815e+12 1.96007e+09
1.343 1.13753e+14 3.21608e+13 5.40206e+13 6.88502e+12 1.77443e+13 2.94023e+12 1.98768e+09
1.344 1.13852e+14 3.21928e+13 5.40639e+13 6.8908e+12 1.776e+13 2.94236e+12 2.01554e+09
1.345 1.13951e+14 3.22247e+13 5.41075e+13 6.89661e+12 1.77759e+13 2.94454e+12 2.04366e+09
1.346 1.14052e+14 3.22571e+13 5.41517e+13 6.90241e+12 1.77919e+13 2.94677e+12 2.07205e+09
1.347 1.14153e+14 3.22893e+13 5.41963e+13 6.90821e+12 1.78082e+13 2.94904e+12 2.10069e+09
1.348 1.14255e+14 3.23215e+13 5.42415e+13 6.91399e+12 1.78247e+13 2.95136e+12 2.1296e+09
1.349 1.14358e+14 3.23535e+13 5.42872e+13 6.91974e+12 1.78414e+13 2.95372e+12 2.15877e+09
1.35 1.14461e+14 3.23853e+13 5.43335e+13 6.92549e+12 1.78582e+13 2.95612e+12 2.18821e+09
1.351 1.14565e+14 3.2417e+13 5.43804e+13 6.93158e+12 1.78752e+13 2.95854e+12 2.21791e+09
1.352 1.1467e+14 3.24486e+13 5.44279e+13 6.93785e+12 1.78923e+13 2.96098e+12 2.24788e+09
1.353 1.14775e+14 3.248e+13 5.44761e+13 6.94415e+12 1.79095e+13 2.96343e+12 2.27813e+09
1.354 1.14882e+14 3.25112e+13 5.45249e+13 6.95048e+12 1.79267e+13 2.96596e+12 2.30864e+09
1.355 1.14988e+14 3.25424e+13 5.45742e+13 6.95681e+12 1.7944e+13 2.96853e+12 2.33942e+09
1.356 1.15095e+14 3.25734e+13 5.46241e+13 6.96311e+12 1.79613e+13 2.97111e+12 2.37047e+09
1.357 1.15203e+14 3.26043e+13 5.46744e+13 6.96939e+12 1.79787e+13 2.9737e+12 2.4018e+09
1.358 1.1531e+14 3.2634e+13 5.47253e+13 6.97564e+12 1.79962e+13 2.97629e+12 2.4334e+09
1.359 1.15415e+14 3.26612e+13 5.47767e+13 6.98186e+12 1.80138e+13 2.97888e+12 2.46528e+09
1.36 1.15518e+14 3.26861e+13 5.48286e+13 6.98806e+12 1.80316e+13 2.98148e+12 2.49743e+09
1.361 1.1562e+14 3.27085e+13 5.4881e+13 6.99424e+12 1.80495e+13 2.98409e+12 2.52987e+09
1.362 1.1572e+14 3.27285e+13 5.4934e+13 7.0004e+12 1.80675e+13 2.9867e+12 2.56258e+09
1.363 1.1582e+14 3.27479e+13 5.49876e+13 7.00653e+12 1.80856e+13 2.98932e+12 2.59558e+09
1.364 1.1592e+14 3.27674e+13 5.50418e+13 7.01265e+12 1.81037e+13 2.99194e+12 2.62885e+09
1.365 1.16022e+14 3.27876e+13 5.50964e+13 7.01874e+12 1.81218e+13 2.99458e+12 2.66241e+09
1.366 1.16124e+14 3.28086e+13 5.51511e+13 7.02474e+12 1.814e+13 2.99726e+12 2.69625e+09
1.367 1.16227e+14 3.28301e+13 5.52058e+13 7.03068e+12 1.81582e+13 2.99998e+12 2.73038e+09
1.368 1.16331e+14 3.28519e+13 5.52604e+13 7.03662e+12 1.81764e+13 3.0027e+12 2.7648e+09
1.369 1.16434e+14 3.28741e+13 5.53149e+13 7.04242e+12 1.81944e+13 3.00543e+12 2.7995e+09
1.37 1.16538e+14 3.28967e+13 5.53693e+13 7.04825e+12 1.82124e+13 3.00815e+12 2.8345e+09
1.371 1.16641e+14 3.29197e+13 5.54235e+13 7.05412e+12 1.82302e+13 3.01089e+12 2.86978e+09
1.372 1.16745e+14 3.29431e+13 5.54775e+13 7.05996e+12 1.8248e+13 3.0136e+12 2.90536e+09
1.373 1.16849e+14 3.29669e+13 5.55317e+13 7.06573e+12 1.82658e+13 3.01631e+12 2.94123e+09
1.374 1.16954e+14 3.29909e+13 5.55861e+13 7.07153e+12 1.82837e+13 3.01902e+12 2.97739e+09
1.375 1.1706e+14 3.3015e+13 5.56407e+13 7.07738e+12 1.83018e+13 3.02173e+12 3.01384e+09
1.376 1.17165e+14 3.3039e+13 5.56955e+13 7.08326e+12 1.83199e+13 3.02444e+12 3.0506e+09
1.377 1.17271e+14 3.3063e+13 5.57506e+13 7.08919e+12 1.83382e+13 3.02715e+12 3.08765e+09
1.378 1.17377e+14 3.3087e+13 5.58058e+13 7.09518e+12 1.83565e+13 3.02987e+12 3.125e+09
1.379 1.17484e+14 3.3111e+13 5.58613e+13 7.10121e+12 1.83748e+13 3.03258e+12 3.16265e+09
1.38 1.17591e+14 3.31349e+13 5.59168e+13 7.10729e+12 1.83932e+13 3.0353e+12 3.2006e+09
1.381 1.17697e+14 3.31589e+13 5.59724e+13 7.11338e+12 1.84114e+13 3.03802e+12 3.23886e+09
1.382 1.17804e+14 3.31829e+13 5.60282e+13 7.11951e+12 1.84296e+13 3.04073e+12 3.27741e+09
1.383 1.17911e+14 3.32069e+13 5.60836e+13 7.12566e+12 1.84477e+13 3.04343e+12 3.31628e+09
1.384 1.18015e+14 3.3229e+13 5.61385e+13 7.13184e+12 1.84657e+13 3.04609e+12 3.35544e+09
1.385 1.18114e+14 3.32469e+13 5.61928e+13 7.13804e+12 1.84838e+13 3.04877e+12 3.39492e+09
1.386 1.18213e+14 3.32653e+13 5.62465e+13 7.14426e+12 1.85019e+13 3.05144e+12 3.4347e+09
1.387 1.18312e+14 3.32842e+13 5.62997e+13 7.15049e+12 1.852e+13 3.05413e+12 3.4748e+09
1.388 1.18412e+14 3.33037e+13 5.63529e+13 7.15673e+12 1.85382e+13 3.05682e+12 3.5152e+09
1.389 1.18514e+14 3.33243e+13 5.64066e+13 7.16299e+12 1.85565e+13 3.05951e+12 3.55592e+09
1.39 1.18617e+14 3.33462e+13 5.64608e+13 7.16925e+12 1.85749e+13 3.0622e+12 3.59695e+09
1.391 1.18722e+14 3.33693e+13 5.65156e+13 7.17554e+12 1.85933e+13 3.06491e+12 3.63829e+09
1.392 1.18829e+14 3.33933e+13 5.6571e+13 7.18186e+12 1.86117e+13 3.06761e+12 3.67995e+09
1.393 1.18937e+14 3.3418e+13 5.66269e+13 7.18821e+12 1.86302e+13 3.07032e+12 3.72193e+09
1.394 1.19047e+14 3.34432e+13 5.66833e+13 7.19461e+12 1.86488e+13 3.07307e+12 3.76422e+09
1.395 1.19157e+14 3.34692e+13 5.67401e+13 7.20109e+12 1.86674e+13 3.07584e+12 3.80683e+09
1.396 1.19269e+14 3.34959e+13 5.67973e+13 7.20759e+12 1.86859e+13 3.07861e+12 3.84977e+09
1.397 1.19381e+14 3.35231e+13 5.68545e+13 7.21413e+12 1.87043e+13 3.08138e+12 3.89302e+09
1.398 1.19494e+14 3.35507e+13 5.69116e+13 7.22068e+12 1.87227e+13 3.08416e+12 3.9366e+09
1.399 1.19606e+14 3.35784e+13 5.69686e+13 7.2273e+12 1.8741e+13 3.08694e+12 3.9805e+09
1.4 1.19719e+14 3.36062e+13 5.70255e+13 7.23397e+12 1.87592e+13 3.08972e+12 4.02473e+09
1.401 1.19831e+14 3.36343e+13 5.70824e+13 7.24076e+12 1.87774e+13 3.0925e+12 4.06928e+09
1.402 1.19944e+14 3.36625e+13 5.71392e+13 7.24762e+12 1.87956e+13 3.09528e+12 4.11416e+09
1.403 1.20057e+14 3.36909e+13 5.71958e+13 7.25453e+12 1.88135e+13 3.09808e+12 4.15938e+09
1.404 1.2017e+14 3.37195e+13 5.72522e+13 7.26148e+12 1.88313e+13 3.10087e+12 4.20492e+09
1.405 1.20282e+14 3.37483e+13 5.73084e+13 7.26844e+12 1.8849e+13 3.10368e+12 4.25079e+09
1.406 1.20394e+14 3.37773e+13 5.73644e+13 7.27542e+12 1.8866e+13 3.1065e+12 4.29699e+09
1.407 1.20505e+14 3.38065e+13 5.74202e+13 7.28242e+12 1.88823e+13 3.10933e+12 4.34353e+09
1.408 1.20617e+14 3.38359e+13 5.74768e+13 7.28944e+12 1.88978e+13 3.11217e+12 4.3904e+09
1.409 1.20728e+14 3.38655e+13 5.75335e+13 7.29644e+12 1.89126e+13 3.11502e+12 4.43761e+09
1.41 1.20838e+14 3.38953e+13 5.759e+13 7.30342e+12 1.89269e+13 3.11788e+12 4.48515e+09
1.411 1.20949e+14 3.39254e+13 5.76463e+13 7.31039e+12 1.89412e+13 3.12074e+12 4.53304e+09
1.412 1.21059e+14 3.39556e+13 5.77024e+13 7.31733e+12 1.89556e+13 3.1236e+12 4.58126e+09
1.413 1.21172e+14 3.39882e+13 5.77583e+13 7.32424e+12 1.89703e+13 3.12647e+12 4.62983e+09
1.414 1.21286e+14 3.4022e+13 5.7814e+13 7.33114e+12 1.89851e+13 3.12935e+12 4.67873e+09
1.415 1.214e+14 3.40557e+13 5.78695e+13 7.33803e+12 1.9e+13 3.13225e+12 4.72798e+09
1.416 1.21514e+14 3.40895e+13 5.79248e+13 7.34491e+12 1.9015e+13 3.13517e+12 4.77757e+09
1.417 1.21628e+14 3.4123e+13 5.79799e+13 7.35179e+12 1.90299e+13 3.13811e+12 4.82751e+09
1.418 1.2174e+14 3.41564e+13 5.80348e+13 7.35868e+12 1.90443e+13 3.14106e+12 4.8778e+09
1.419 1.21852e+14 3.41894e+13 5.80896e+13 7.36555e+12 1.90583e+13 3.14402e+12 4.92843e+09
1.42 1.21961e+14 3.42223e+13 5.81424e+13 7.37244e+12 1.90719e+13 3.14699e+12 4.97942e+09
1.421 1.22065e+14 3.42549e+13 5.81912e+13 7.37935e+12 1.9085e+13 3.14998e+12 5.03075e+09
1.422 1.22166e+14 3.42873e+13 5.82359e+13 7.38626e+12 1.9098e+13 3.15297e+12 5.08244e+09
1.423 1.22261e+14 3.43195e+13 5.82766e+13 7.3932e+12 1.9111e+13 3.15598e+12 5.13448e+09
1.424 1.22353e+14 3.43515e+13 5.83134e+13 7.40014e+12 1.91241e+13 3.15898e+12 5.18687e+09
1.425 1.22444e+14 3.43833e+13 5.8349e+13 7.4071e+12 1.91375e+13 3.16198e+12 5.23961e+09
1.426 1.22535e+14 3.4415e+13 5.83848e+13 7.41407e+12 1.91509e+13 3.16498e+12 5.29272e+09
1.427 1.22627e+14 3.44467e+13 5.84217e+13 7.42106e+12 1.91645e+13 3.16798e+12 5.34618e+09
1.428 1.22721e+14 3.44784e+13 5.84601e+13 7.42806e+12 1.91781e+13 3.17097e+12 5.4e+09
1.429 1.22815e+14 3.451e+13 5.84992e+13 7.43507e+12 1.91919e+13 3.17397e+12 5.45418e+09
1.43 1.22911e+14 3.45415e+13 5.85389e+13 7.44211e+12 1.92057e+13 3.17697e+12 5.50872e+09
1.431 1.23005e+14 3.4572e+13 5.85793e+13 7.44917e+12 1.92193e+13 3.17996e+12 5.56363e+09
1.432 1.231e+14 3.46025e+13 5.86205e+13 7.45624e+12 1.9232e+13 3.18296e+12 5.61889e+09
1.433 1.23195e+14 3.4633e+13 5.86624e+13 7.46334e+12 1.92444e+13 3.18597e+12 5.67453e+09
1.434 1.23291e+14 3.46636e+13 5.87049e+13 7.47045e+12 1.92569e+13 3.18898e+12 5.73052e+09
1.435 1.23387e+14 3.46942e+13 5.8748e+13 7.47758e+12 1.92697e+13 3.19201e+12 5.78689e+09
1.436 1.23485e+14 3.47248e+13 5.87916e+13 7.48474e+12 1.92826e+13 3.19504e+12 5.84362e+09
1.437 1.23583e+14 3.47554e+13 5.88352e+13 7.49192e+12 1.9296e+13 3.19808e+12 5.90073e+09
1.438 1.23681e+14 3.47861e+13 5.88788e+13 7.49911e+12 1.93097e+13 3.20113e+12 5.9582e+09
1.439 1.23779e+14 3.48168e+13 5.89223e+13 7.50633e+12 1.93238e+13 3.20419e+12 6.01605e+09
1.44 1.23878e+14 3.48476e+13 5.89657e+13 7.51357e+12 1.93381e+13 3.20726e+12 6.07427e+09
1.441 1.23977e+14 3.48784e+13 5.90091e+13 7.52082e+12 1.93525e+13 3.21033e+12 6.13286e+09
1.442 1.24077e+14 3.49092e+13 5.90525e+13 7.5281e+12 1.93672e+13 3.21342e+12 6.19183e+09
1.443 1.24176e+14 3.494e+13 5.90958e+13 7.5354e+12 1.93817e+13 3.21652e+12 6.25118e+09
1.444 1.24274e+14 3.49708e+13 5.91392e+13 7.54273e+12 1.93954e+13 3.21963e+12 6.3109e+09
1.445 1.24373e+14 3.50017e+13 5.91825e+13 7.55009e+12 1.94093e+13 3.22275e+12 6.371e+09
1.446 1.24469e+14 3.50326e+13 5.9223e+13 7.55748e+12 1.94233e+13 3.22589e+12 6.43149e+09
1.447 1.24558e+14 3.50636e+13 5.92563e+13 7.56491e+12 1.94376e+13 3.22904e+12 6.49235e+09
1.448 1.24648e+14 3.50945e+13 5.92902e+13 7.57235e+12 1.94522e+13 3.2322e+12 6.5536e+09
1.449 1.24739e+14 3.51255e+13 5.9325e+13 7.57983e+12 1.94671e+13 3.23537e+12 6.61523e+09
1.45 1.24832e+14 3.51565e+13 5.93607e+13 7.58735e+12 1.94823e+13 3.23855e+12 6.67725e+09
1.451 1.24927e+14 3.51875e+13 5.93982e+13 7.5949e+12 1.94979e+13 3.24174e+12 6.73965e+09
1.452 1.25024e+14 3.52185e+13 5.94379e+13 7.60248e+12 1.95136e+13 3.24494e+12 6.80244e+09
1.453 1.25124e+14 3.52495e+13 5.94795e+13 7.61009e+12 1.95296e+13 3.24815e+12 6.86563e+09
1.454 1.25225e+14 3.52808e+13 5.95229e+13 7.61773e+12 1.95457e+13 3.25137e+12 6.9292e+09
1.455 1.25329e+14 3.53121e+13 5.95673e+13 7.62541e+12 1.95621e+13 3.2546e+12 6.99316e+09
1.456 1.25433e+14 3.53436e+13 5.96127e+13 7.63314e+12 1.95788e+13 3.25783e+12 7.05751e+09
1.457 1.25539e+14 3.53751e+13 5.96593e+13 7.6409e+12 1.95955e+13 3.26106e+12 7.12226e+09
1.458 1.25646e+14 3.54068e+13 5.97071e+13 7.6487e+12 1.96124e+13 3.26431e+12 7.1874e+09
1.459 1.25755e+14 3.54386e+13 5.97559e+13 7.65653e+12 1.96293e+13 3.26757e+12 7.25294e+09
1.46 1.25865e+14 3.54705e+13 5.98051e+13 7.6644e+12 1.96468e+13 3.27084e+12 7.31887e+09
1.461 1.25976e+14 3.55028e+13 5.98547e+13 7.67231e+12 1.96649e+13 3.27412e+12 7.38521e+09
1.462 1.26088e+14 3.55354e+13 5.99045e+13 7.68025e+12 1.96831e+13 3.27742e+12 7.45194e+09
1.463 1.26201e+14 3.55684e+13 5.99547e+13 7.68822e+12 1.97013e+13 3.28072e+12 7.51908e+09
1.464 1.26314e+14 3.56018e+13 6.00051e+13 7.69621e+12 1.97196e+13 3.28405e+12 7.58661e+09
1.465 1.26429e+14 3.56355e+13 6.00559e+13 7.7042e+12 1.97379e+13 3.28738e+12 7.65455e+09
1.466 1.26543e+14 3.56696e+13 6.0107e+13 7.71219e+12 1.97561e+13 3.29073e+12 7.72289e+09
1.467 1.26658e+14 3.57037e+13 6.01584e+13 7.72018e+12 1.97743e+13 3.29408e+12 7.79164e+09
1.468 1.26774e+14 3.57381e+13 6.02101e+13 7.72817e+12 1.97925e+13 3.29745e+12 7.8608e+09
1.469 1.2689e+14 3.57727e+13 6.02622e+13 7.73617e+12 1.98107e+13 3.30083e+12 7.93036e+09
1.47 1.27007e+14 3.58074e+13 6.03147e+13 7.74416e+12 1.98288e+13 3.30422e+12 8.00034e+09
1.471 1.27124e+14 3.58421e+13 6.03675e+13 7.75216e+12 1.9847e+13 3.30762e+12 8.07072e+09
1.472 1.27242e+14 3.58767e+13 6.04207e+13 7.76016e+12 1.98656e+13 3.31103e+12 8.14152e+09
1.473 1.27361e+14 3.59112e+13 6.04743e+13 7.76817e+12 1.98844e+13 3.31446e+12 8.21273e+09
1.474 1.2748e+14 3.59457e+13 6.05283e+13 7.77618e+12 1.99033e+13 3.3179e+12 8.28435e+09
1.475 1.27602e+14 3.59801e+13 6.0586e+13 7.78419e+12 1.99222e+13 3.32136e+12 8.35638e+09
1.476 1.27727e+14 3.60145e+13 6.06458e+13 7.7922e+12 1.99409e+13 3.32483e+12 8.42884e+09
1.477 1.27851e+14 3.60488e+13 6.07057e+13 7.80022e+12 1.99597e+13 3.32831e+12 8.50171e+09
1.478 1.27975e+14 3.60831e+13 6.07656e+13 7.80823e+12 1.99781e+13 3.33181e+12 8.575e+09
1.479 1.28099e+14 3.61173e+13 6.08253e+13 7.81625e+12 1.99964e+13 3.3353e+12 8.64871e+09
1.48 1.28223e+14 3.61516e+13 6.08846e+13 7.82428e+12 2.00147e+13 3.3388e+12 8.72284e+09
1.481 1.28346e+14 3.6186e+13 6.09435e+13 7.8323e+12 2.00329e+13 3.34229e+12 8.7974e+09
1.482 1.28469e+14 3.62205e+13 6.1002e+13 7.84033e+12 2.0051e+13 3.34579e+12 8.87237e+09
1.483 1.28591e+14 3.62551e+13 6.10602e+13 7.84837e+12 2.00692e+13 3.34929e+12 8.94778e+09
1.484 1.28713e+14 3.62897e+13 6.1118e+13 7.85641e+12 2.00873e+13 3.35279e+12 9.0236e+09
1.485 1.28835e+14 3.63245e+13 6.11754e+13 7.86446e+12 2.01055e+13 3.35629e+12 9.09986e+09
1.486 1.28957e+14 3.63593e+13 6.12325e+13 7.87252e+12 2.01236e+13 3.35979e+12 9.17654e+09
1.487 1.29078e+14 3.63942e+13 6.12894e+13 7.88058e+12 2.01418e+13 3.36329e+12 9.25366e+09
1.488 1.292e+14 3.64291e+13 6.13462e+13 7.88865e+12 2.01599e+13 3.36679e+12 9.3312e+09
1.489 1.29321e+14 3.64642e+13 6.14028e+13 7.89674e+12 2.0178e+13 3.37029e+12 9.40918e+09
1.49 1.29443e+14 3.64993e+13 6.14594e+13 7.90488e+12 2.0196e+13 3.37379e+12 9.48759e+09
1.491 1.29564e+14 3.65345e+13 6.15158e+13 7.91307e+12 2.02139e+13 3.3773e+12 9.56643e+09
1.492 1.29686e+14 3.65698e+13 6.15722e+13 7.9213e+12 2.02318e+13 3.3808e+12 9.64571e+09
1.493 1.29805e+14 3.66053e+13 6.16268e+13 7.92957e+12 2.02497e+13 3.38432e+12 9.72543e+09
1.494 1.29926e+14 3.66409e+13 6.16815e+13 7.93786e+12 2.02677e+13 3.38784e+12 9.80558e+09
1.495 1.30046e+14 3.66766e+13 6.17361e+13 7.94615e+12 2.02857e+13 3.39137e+12 9.88617e+09
1.496 1.30166e+14 3.67124e+13 6.17909e+13 7.95443e+12 2.03036e+13 3.3949e+12 9.96721e+09
1.497 1.30287e+14 3.67484e+13 6.18456e+13 7.96271e+12 2.03216e+13 3.39844e+12 1.00487e+10
1.498 1.30408e+14 3.67844e+13 6.19005e+13 7.97099e+12 2.03396e+13 3.40198e+12 1.01306e+10
1.499 1.30529e+14 3.68206e+13 6.19554e+13 7.97928e+12 2.03576e+13 3.40553e+12 1.0213e+10
1.5 1.3065e+14 3.68568e+13 6.20103e+13 7.98756e+12 2.03757e+13 3.40907e+12 1.02958e+10
1.501 1.30771e+14 3.68932e+13 6.20654e+13 7.99585e+12 2.03937e+13 3.41262e+12 1.0379e+10
