Energy(eV) Total(1/s) Acoustic(1/s) IV_g_ems(1/s) IV_g_abs(1/s) IV_f_ems(1/s) IV_f_abs(1/s)
1.208 7.03855e+13 0 2.29982e+13 5.20407e+12 3.58614e+13 6.32175e+12
1.209 7.0459e+13 0 2.30224e+13 5.2093e+12 3.58992e+13 6.32806e+12
1.21 7.05326e+13 0 2.30467e+13 5.21453e+12 3.5937e+13 6.33436e+12
1.211 7.06062e+13 0 2.30709e+13 5.21976e+12 3.59748e+13 6.34067e+12
1.212 7.06798e+13 0 2.30952e+13 5.22499e+12 3.60126e+13 6.34698e+12
1.213 7.07534e+13 0 2.31194e+13 5.23023e+12 3.60505e+13 6.3533e+12
1.214 7.08271e+13 0 2.31437e+13 5.23547e+12 3.60883e+13 6.35961e+12
1.215 7.09009e+13 0 2.3168e+13 5.24071e+12 3.61262e+13 6.36593e+12
1.216 7.09746e+13 0 2.31923e+13 5.24595e+12 3.61641e+13 6.37225e+12
1.217 7.10484e+13 0 2.32166e+13 5.2512e+12 3.6202e+13 6.37858e+12
1.218 7.11222e+13 0 2.32409e+13 5.25645e+12 3.62399e+13 6.38491e+12
1.219 7.11961e+13 0 2.32653e+13 5.2617e+12 3.62779e+13 6.39124e+12
1.22 7.127e+13 0 2.32896e+13 5.26695e+12 3.63158e+13 6.39757e+12
1.221 7.13439e+13 0 2.3314e+13 5.2722e+12 3.63538e+13 6.4039e+12
1.222 7.14179e+13 0 2.33383e+13 5.27746e+12 3.63918e+13 6.41024e+12
1.223 7.14918e+13 0 2.33627e+13 5.28272e+12 3.64298e+13 6.41658e+12
1.224 7.15659e+13 0 2.33871e+13 5.28798e+12 3.64679e+13 6.42293e+12
1.225 7.16399e+13 0 2.34115e+13 5.29324e+12 3.65059e+13 6.42927e+12
1.226 7.1714e+13 0 2.34359e+13 5.29851e+12 3.6544e+13 6.43562e+12
1.227 7.17881e+13 0 2.34603e+13 5.30377e+12 3.6582e+13 6.44197e+12
1.228 7.18623e+13 0 2.34848e+13 5.30904e+12 3.66201e+13 6.44833e+12
1.229 7.19365e+13 0 2.35092e+13 5.31432e+12 3.66583e+13 6.45469e+12
1.23 7.20107e+13 0 2.35336e+13 5.31959e+12 3.66964e+13 6.46105e+12
1.231 7.20849e+13 0 2.35581e+13 5.32487e+12 3.67345e+13 6.46741e+12
1.232 7.21592e+13 0 2.35826e+13 5.33015e+12 3.67727e+13 6.47378e+12
1.233 7.22335e+13 0 2.36071e+13 5.33543e+12 3.68109e+13 6.48014e+12
1.234 7.23079e+13 0 2.36316e+13 5.34071e+12 3.68491e+13 6.48651e+12
1.235 7.23822e+13 0 2.36561e+13 5.346e+12 3.68873e+13 6.49289e+12
1.236 7.24567e+13 0 2.36806e+13 5.35129e+12 3.69255e+13 6.49926e+12
1.237 7.25311e+13 0 2.37051e+13 5.35658e+12 3.69638e+13 6.50564e+12
1.238 7.26056e+13 0 2.37297e+13 5.36187e+12 3.7002e+13 6.51203e+12
1.239 7.26801e+13 0 2.37542e+13 5.36717e+12 3.70403e+13 6.51841e+12
1.24 7.27546e+13 0 2.37788e+13 5.37246e+12 3.70786e+13 6.5248e+12
1.241 7.28292e+13 0 2.38033e+13 5.37776e+12 3.71169e+13 6.53119e+12
1.242 7.29038e+13 0 2.38279e+13 5.38306e+12 3.71553e+13 6.53758e+12
1.243 7.29785e+13 0 2.38525e+13 5.38837e+12 3.71936e+13 6.54398e+12
1.244 7.30532e+13 0 2.38771e+13 5.39367e+12 3.7232e+13 6.55037e+12
1.245 7.31279e+13 0 2.39017e+13 5.39898e+12 3.72704e+13 6.55678e+12
1.246 7.32026e+13 0 2.39263e+13 5.40429e+12 3.73088e+13 6.56318e+12
1.247 7.32774e+13 0 2.3951e+13 5.40961e+12 3.73472e+13 6.56959e+12
1.248 7.33522e+13 0 2.39756e+13 5.41492e+12 3.73856e+13 6.57599e+12
1.249 7.3427e+13 0 2.40003e+13 5.42024e+12 3.74241e+13 6.58241e+12
1.25 7.35019e+13 0 2.4025e+13 5.42556e+12 3.74626e+13 6.58882e+12
1.251 7.35768e+13 0 2.40496e+13 5.43088e+12 3.7501e+13 6.59524e+12
1.252 7.36517e+13 0 2.40743e+13 5.43621e+12 3.75395e+13 6.60166e+12
1.253 7.37267e+13 0 2.4099e+13 5.44154e+12 3.75781e+13 6.60808e+12
1.254 7.38017e+13 0 2.41237e+13 5.44686e+12 3.76166e+13 6.61451e+12
1.255 7.38768e+13 0 2.41485e+13 5.4522e+12 3.76552e+13 6.62093e+12
1.256 7.39518e+13 0 2.41732e+13 5.45753e+12 3.76937e+13 6.62737e+12
1.257 7.40269e+13 0 2.41979e+13 5.46287e+12 3.77323e+13 6.6338e+12
1.258 7.41021e+13 0 2.42227e+13 5.4682e+12 3.77709e+13 6.64024e+12
1.259 7.41772e+13 0 2.42475e+13 5.47354e+12 3.78095e+13 6.64668e+12
1.26 7.42524e+13 0 2.42722e+13 5.47889e+12 3.78482e+13 6.65312e+12
1.261 7.43277e+13 0 2.4297e+13 5.48423e+12 3.78868e+13 6.65956e+12
1.262 7.44029e+13 0 2.43218e+13 5.48958e+12 3.79255e+13 6.66601e+12
1.263 7.44782e+13 0 2.43466e+13 5.49493e+12 3.79642e+13 6.67246e+12
1.264 7.45536e+13 0 2.43715e+13 5.50028e+12 3.80029e+13 6.67891e+12
1.265 7.46289e+13 0 2.43963e+13 5.50564e+12 3.80416e+13 6.68537e+12
1.266 7.47043e+13 0 2.44211e+13 5.51099e+12 3.80804e+13 6.69183e+12
1.267 7.47798e+13 0 2.4446e+13 5.51635e+12 3.81191e+13 6.69829e+12
1.268 7.48552e+13 0 2.44709e+13 5.52171e+12 3.81579e+13 6.70475e+12
1.269 7.49307e+13 0 2.44957e+13 5.52708e+12 3.81967e+13 6.71122e+12
1.27 7.50063e+13 0 2.45206e+13 5.53244e+12 3.82355e+13 6.71769e+12
1.271 7.50818e+13 0 2.45455e+13 5.53781e+12 3.82743e+13 6.72416e+12
1.272 7.51574e+13 0 2.45704e+13 5.54318e+12 3.83132e+13 6.73063e+12
1.273 7.52331e+13 0 2.45953e+13 5.54855e+12 3.8352e+13 6.73711e+12
1.274 7.53087e+13 0 2.46203e+13 5.55393e+12 3.83909e+13 6.74359e+12
1.275 7.53844e+13 0 2.46452e+13 5.5593e+12 3.84298e+13 6.75007e+12
1.276 7.54601e+13 0 2.46702e+13 5.56468e+12 3.84687e+13 6.75656e+12
1.277 7.55359e+13 0 2.46951e+13 5.57006e+12 3.85077e+13 6.76305e+12
1.278 7.56117e+13 0 2.47201e+13 5.57545e+12 3.85466e+13 6.76954e+12
1.279 7.56875e+13 0 2.47451e+13 5.58083e+12 3.85856e+13 6.77603e+12
1.28 7.57634e+13 0 2.47701e+13 5.58622e+12 3.86245e+13 6.78253e+12
1.281 7.58393e+13 0 2.47951e+13 5.59161e+12 3.86635e+13 6.78903e+12
1.282 7.59152e+13 0 2.48201e+13 5.59701e+12 3.87025e+13 6.79553e+12
1.283 7.59911e+13 0 2.48451e+13 5.6024e+12 3.87416e+13 6.80203e+12
1.284 7.60671e+13 0 2.48702e+13 5.6078e+12 3.87806e+13 6.80854e+12
1.285 7.61432e+13 0 2.48952e+13 5.6132e+12 3.88197e+13 6.81505e+12
1.286 7.62192e+13 0 2.49203e+13 5.6186e+12 3.88588e+13 6.82156e+12
1.287 7.62953e+13 0 2.49454e+13 5.624e+12 3.88979e+13 6.82808e+12
1.288 7.63714e+13 0 2.49704e+13 5.62941e+12 3.8937e+13 6.8346e+12
1.289 7.64476e+13 0 2.49955e+13 5.63482e+12 3.89761e+13 6.84112e+12
1.29 7.65238e+13 0 2.50206e+13 5.64023e+12 3.90153e+13 6.84764e+12
1.291 7.66e+13 0 2.50458e+13 5.64564e+12 3.90544e+13 6.85417e+12
1.292 7.66762e+13 0 2.50709e+13 5.65106e+12 3.90936e+13 6.8607e+12
1.293 7.67525e+13 0 2.5096e+13 5.65648e+12 3.91328e+13 6.86723e+12
1.294 7.68289e+13 0 2.51212e+13 5.6619e+12 3.9172e+13 6.87377e+12
1.295 7.69052e+13 0 2.51463e+13 5.66732e+12 3.92113e+13 6.8803e+12
1.296 7.69816e+13 0 2.51715e+13 5.67274e+12 3.92505e+13 6.88684e+12
1.297 7.7058e+13 0 2.51967e+13 5.67817e+12 3.92898e+13 6.89339e+12
1.298 7.71345e+13 0 2.52219e+13 5.6836e+12 3.93291e+13 6.89993e+12
1.299 7.72109e+13 0 2.52471e+13 5.68903e+12 3.93684e+13 6.90648e+12
1.3 7.72875e+13 0 2.52723e+13 5.69447e+12 3.94077e+13 6.91303e+12
1.301 7.7364e+13 0 2.52975e+13 5.6999e+12 3.9447e+13 6.91958e+12
1.302 7.74406e+13 0 2.53227e+13 5.70534e+12 3.94864e+13 6.92614e+12
1.303 7.75172e+13 0 2.5348e+13 5.71078e+12 3.95257e+13 6.9327e+12
1.304 7.75939e+13 0 2.53732e+13 5.71622e+12 3.95651e+13 6.93926e+12
1.305 7.76705e+13 0 2.53985e+13 5.72167e+12 3.96045e+13 6.94583e+12
1.306 7.77473e+13 0 2.54238e+13 5.72712e+12 3.9644e+13 6.95239e+12
1.307 7.7824e+13 0 2.54491e+13 5.73257e+12 3.96834e+13 6.95897e+12
1.308 7.79008e+13 0 2.54744e+13 5.73802e+12 3.97228e+13 6.96554e+12
1.309 7.79776e+13 0 2.54997e+13 5.74347e+12 3.97623e+13 6.97211e+12
1.31 7.80544e+13 0 2.5525e+13 5.74893e+12 3.98018e+13 6.97869e+12
1.311 7.81313e+13 0 2.55504e+13 5.75439e+12 3.98413e+13 6.98527e+12
1.312 7.82082e+13 0 2.55757e+13 5.75985e+12 3.98808e+13 6.99186e+12
1.313 7.82852e+13 0 2.56011e+13 5.76531e+12 3.99204e+13 6.99844e+12
1.314 7.83622e+13 0 2.56264e+13 5.77078e+12 3.99599e+13 7.00503e+12
1.315 7.84392e+13 0 2.56518e+13 5.77625e+12 3.99995e+13 7.01163e+12
1.316 7.85162e+13 0 2.56772e+13 5.78172e+12 4.00391e+13 7.01822e+12
1.317 7.85933e+13 0 2.57026e+13 5.78719e+12 4.00787e+13 7.02482e+12
1.318 7.86704e+13 0 2.5728e+13 5.79267e+12 4.01183e+13 7.03142e+12
1.319 7.87475e+13 0 2.57534e+13 5.79814e+12 4.0158e+13 7.03802e+12
1.32 7.88247e+13 0 2.57788e+13 5.80362e+12 4.01976e+13 7.04463e+12
1.321 7.89019e+13 0 2.58043e+13 5.8091e+12 4.02373e+13 7.05124e+12
1.322 7.89792e+13 0 2.58297e+13 5.81459e+12 4.0277e+13 7.05785e+12
1.323 7.90564e+13 0 2.58552e+13 5.82007e+12 4.03167e+13 7.06446e+12
1.324 7.91338e+13 0 2.58807e+13 5.82556e+12 4.03564e+13 7.07108e+12
1.325 7.92111e+13 0 2.59062e+13 5.83105e+12 4.03962e+13 7.0777e+12
1.326 7.92885e+13 0 2.59317e+13 5.83655e+12 4.04359e+13 7.08432e+12
1.327 7.93659e+13 0 2.59572e+13 5.84204e+12 4.04757e+13 7.09094e+12
1.328 7.94433e+13 0 2.59827e+13 5.84754e+12 4.05155e+13 7.09757e+12
1.329 7.95208e+13 0 2.60082e+13 5.85304e+12 4.05553e+13 7.1042e+12
1.33 7.95983e+13 0 2.60338e+13 5.85854e+12 4.05952e+13 7.11084e+12
1.331 7.96758e+13 0 2.60593e+13 5.86405e+12 4.0635e+13 7.11747e+12
1.332 7.97534e+13 0 2.60849e+13 5.86955e+12 4.06749e+13 7.12411e+12
1.333 7.9831e+13 0 2.61104e+13 5.87506e+12 4.07147e+13 7.13075e+12
1.334 7.99086e+13 0 2.6136e+13 5.88057e+12 4.07546e+13 7.13739e+12
1.335 7.99863e+13 0 2.61616e+13 5.88609e+12 4.07946e+13 7.14404e+12
1.336 8.0064e+13 0 2.61872e+13 5.8916e+12 4.08345e+13 7.15069e+12
1.337 8.01418e+13 0 2.62128e+13 5.89712e+12 4.08744e+13 7.15734e+12
1.338 8.02195e+13 0 2.62385e+13 5.90264e+12 4.09144e+13 7.164e+12
1.339 8.02973e+13 0 2.62641e+13 5.90817e+12 4.09544e+13 7.17066e+12
1.34 8.03752e+13 0 2.62898e+13 5.91369e+12 4.09944e+13 7.17732e+12
1.341 8.0453e+13 0 2.63154e+13 5.91922e+12 4.10344e+13 7.18398e+12
1.342 8.05309e+13 0 2.63411e+13 5.92475e+12 4.10744e+13 7.19065e+12
1.343 8.06089e+13 0 2.63668e+13 5.93028e+12 4.11145e+13 7.19731e+12
1.344 8.06868e+13 0 2.63925e+13 5.93581e+12 4.11546e+13 7.20399e+12
1.345 8.07648e+13 0 2.64182e+13 5.94135e+12 4.11946e+13 7.21066e+12
1.346 8.08429e+13 0 2.64439e+13 5.94689e+12 4.12347e+13 7.21734e+12
1.347 8.09209e+13 0 2.64696e+13 5.95243e+12 4.12749e+13 7.22402e+12
1.348 8.0999e+13 0 2.64954e+13 5.95797e+12 4.1315e+13 7.2307e+12
1.349 8.10772e+13 0 2.65211e+13 5.96352e+12 4.13551e+13 7.23738e+12
1.35 8.11553e+13 0 2.65469e+13 5.96907e+12 4.13953e+13 7.24407e+12
1.351 8.12335e+13 0 2.65726e+13 5.97462e+12 4.14355e+13 7.25076e+12
1.352 8.13118e+13 0 2.65984e+13 5.98017e+12 4.14757e+13 7.25746e+12
1.353 8.139e+13 0 2.66242e+13 5.98572e+12 4.15159e+13 7.26415e+12
1.354 8.14683e+13 0 2.665e+13 5.99128e+12 4.15562e+13 7.27085e+12
1.355 8.15466e+13 0 2.66758e+13 5.99684e+12 4.15964e+13 7.27755e+12
1.356 8.1625e+13 0 2.67017e+13 6.0024e+12 4.16367e+13 7.28426e+12
1.357 8.17034e+13 0 2.67275e+13 6.00796e+12 4.1677e+13 7.29096e+12
1.358 8.17818e+13 0 2.67533e+13 6.01353e+12 4.17173e+13 7.29767e+12
1.359 8.18603e+13 0 2.67792e+13 6.0191e+12 4.17576e+13 7.30439e+12
1.36 8.19388e+13 0 2.68051e+13 6.02467e+12 4.1798e+13 7.3111e+12
1.361 8.20173e+13 0 2.68309e+13 6.03024e+12 4.18383e+13 7.31782e+12
1.362 8.20959e+13 0 2.68568e+13 6.03582e+12 4.18787e+13 7.32454e+12
1.363 8.21745e+13 0 2.68827e+13 6.0414e+12 4.19191e+13 7.33126e+12
1.364 8.22531e+13 0 2.69086e+13 6.04698e+12 4.19595e+13 7.33799e+12
1.365 8.23318e+13 0 2.69346e+13 6.05256e+12 4.19999e+13 7.34472e+12
1.366 8.24104e+13 0 2.69605e+13 6.05814e+12 4.20404e+13 7.35145e+12
1.367 8.24892e+13 0 2.69864e+13 6.06373e+12 4.20808e+13 7.35818e+12
1.368 8.25679e+13 0 2.70124e+13 6.06932e+12 4.21213e+13 7.36492e+12
1.369 8.26467e+13 0 2.70384e+13 6.07491e+12 4.21618e+13 7.37166e+12
1.37 8.27255e+13 0 2.70643e+13 6.0805e+12 4.22023e+13 7.3784e+12
1.371 8.28044e+13 0 2.70903e+13 6.0861e+12 4.22428e+13 7.38515e+12
1.372 8.28833e+13 0 2.71163e+13 6.0917e+12 4.22834e+13 7.3919e+12
1.373 8.29622e+13 0 2.71423e+13 6.0973e+12 4.23239e+13 7.39865e+12
1.374 8.30412e+13 0 2.71684e+13 6.1029e+12 4.23645e+13 7.4054e+12
1.375 8.31202e+13 0 2.71944e+13 6.1085e+12 4.24051e+13 7.41216e+12
1.376 8.31992e+13 0 2.72204e+13 6.11411e+12 4.24457e+13 7.41892e+12
1.377 8.32782e+13 0 2.72465e+13 6.11972e+12 4.24864e+13 7.42568e+12
1.378 8.33573e+13 0 2.72726e+13 6.12533e+12 4.2527e+13 7.43244e+12
1.379 8.34365e+13 0 2.72986e+13 6.13095e+12 4.25677e+13 7.43921e+12
1.38 8.35156e+13 0 2.73247e+13 6.13656e+12 4.26083e+13 7.44598e+12
1.381 8.35948e+13 0 2.73508e+13 6.14218e+12 4.2649e+13 7.45275e+12
1.382 8.3674e+13 0 2.73769e+13 6.1478e+12 4.26898e+13 7.45953e+12
1.383 8.37533e+13 0 2.74031e+13 6.15343e+12 4.27305e+13 7.46631e+12
1.384 8.38326e+13 0 2.74292e+13 6.15905e+12 4.27712e+13 7.47309e+12
1.385 8.39119e+13 0 2.74553e+13 6.16468e+12 4.2812e+13 7.47987e+12
1.386 8.39912e+13 0 2.74815e+13 6.17031e+12 4.28528e+13 7.48666e+12
1.387 8.40706e+13 0 2.75076e+13 6.17594e+12 4.28936e+13 7.49345e+12
1.388 8.415e+13 0 2.75338e+13 6.18158e+12 4.29344e+13 7.50024e+12
1.389 8.42295e+13 0 2.756e+13 6.18721e+12 4.29752e+13 7.50703e+12
1.39 8.4309e+13 0 2.75862e+13 6.19285e+12 4.30161e+13 7.51383e+12
1.391 8.43885e+13 0 2.76124e+13 6.19849e+12 4.3057e+13 7.52063e+12
1.392 8.4468e+13 0 2.76386e+13 6.20414e+12 4.30979e+13 7.52743e+12
1.393 8.45476e+13 0 2.76649e+13 6.20978e+12 4.31388e+13 7.53424e+12
1.394 8.46272e+13 0 2.76911e+13 6.21543e+12 4.31797e+13 7.54105e+12
1.395 8.47069e+13 0 2.77173e+13 6.22108e+12 4.32206e+13 7.54786e+12
1.396 8.47866e+13 0 2.77436e+13 6.22674e+12 4.32616e+13 7.55467e+12
1.397 8.48663e+13 0 2.77699e+13 6.23239e+12 4.33025e+13 7.56149e+12
1.398 8.4946e+13 0 2.77962e+13 6.23805e+12 4.33435e+13 7.56831e+12
1.399 8.50258e+13 0 2.78225e+13 6.24371e+12 4.33845e+13 7.57513e+12
1.4 8.51056e+13 0 2.78488e+13 6.24937e+12 4.34256e+13 7.58196e+12
1.401 8.51855e+13 0 2.78751e+13 6.25503e+12 4.34666e+13 7.58878e+12
1.402 8.52654e+13 0 2.79014e+13 6.2607e+12 4.35077e+13 7.59561e+12
1.403 8.53453e+13 0 2.79277e+13 6.26637e+12 4.35487e+13 7.60245e+12
1.404 8.54252e+13 0 2.79541e+13 6.27204e+12 4.35898e+13 7.60928e+12
1.405 8.55052e+13 0 2.79805e+13 6.27771e+12 4.36309e+13 7.61612e+12
1.406 8.55852e+13 0 2.80068e+13 6.28339e+12 4.3672e+13 7.62296e+12
1.407 8.56653e+13 0 2.80332e+13 6.28907e+12 4.37132e+13 7.62981e+12
1.408 8.57454e+13 0 2.80596e+13 6.29475e+12 4.37544e+13 7.63665e+12
1.409 8.58255e+13 0 2.8086e+13 6.30043e+12 4.37955e+13 7.6435e+12
1.41 8.59056e+13 0 2.81124e+13 6.30612e+12 4.38367e+13 7.65035e+12
1.411 8.59858e+13 0 2.81389e+13 6.3118e+12 4.38779e+13 7.65721e+12
1.412 8.6066e+13 0 2.81653e+13 6.31749e+12 4.39192e+13 7.66407e+12
1.413 8.61463e+13 0 2.81917e+13 6.32318e+12 4.39604e+13 7.67093e+12
1.414 8.62265e+13 0 2.82182e+13 6.32888e+12 4.40017e+13 7.67779e+12
1.415 8.63068e+13 0 2.82447e+13 6.33457e+12 4.40429e+13 7.68466e+12
1.416 8.63872e+13 0 2.82712e+13 6.34027e+12 4.40842e+13 7.69153e+12
1.417 8.64676e+13 0 2.82976e+13 6.34597e+12 4.41256e+13 7.6984e+12
1.418 8.6548e+13 0 2.83241e+13 6.35168e+12 4.41669e+13 7.70527e+12
1.419 8.66284e+13 0 2.83507e+13 6.35738e+12 4.42082e+13 7.71215e+12
1.42 8.67089e+13 0 2.83772e+13 6.36309e+12 4.42496e+13 7.71903e+12
1.421 8.67894e+13 0 2.84037e+13 6.3688e+12 4.4291e+13 7.72591e+12
1.422 8.687e+13 0 2.84303e+13 6.37451e+12 4.43324e+13 7.7328e+12
1.423 8.69505e+13 0 2.84568e+13 6.38023e+12 4.43738e+13 7.73968e+12
1.424 8.70311e+13 0 2.84834e+13 6.38594e+12 4.44152e+13 7.74657e+12
1.425 8.71118e+13 0 2.851e+13 6.39166e+12 4.44567e+13 7.75347e+12
1.426 8.71925e+13 0 2.85366e+13 6.39739e+12 4.44981e+13 7.76036e+12
1.427 8.72732e+13 0 2.85632e+13 6.40311e+12 4.45396e+13 7.76726e+12
1.428 8.73539e+13 0 2.85898e+13 6.40884e+12 4.45811e+13 7.77416e+12
1.429 8.74347e+13 0 2.86164e+13 6.41456e+12 4.46226e+13 7.78107e+12
1.43 8.75155e+13 0 2.8643e+13 6.42029e+12 4.46642e+13 7.78797e+12
1.431 8.75963e+13 0 2.86697e+13 6.42603e+12 4.47057e+13 7.79488e+12
1.432 8.76772e+13 0 2.86963e+13 6.43176e+12 4.47473e+13 7.8018e+12
1.433 8.77581e+13 0 2.8723e+13 6.4375e+12 4.47889e+13 7.80871e+12
1.434 8.7839e+13 0 2.87497e+13 6.44324e+12 4.48305e+13 7.81563e+12
1.435 8.792e+13 0 2.87764e+13 6.44898e+12 4.48721e+13 7.82255e+12
1.436 8.8001e+13 0 2.88031e+13 6.45473e+12 4.49137e+13 7.82947e+12
1.437 8.80821e+13 0 2.88298e+13 6.46047e+12 4.49554e+13 7.8364e+12
1.438 8.81631e+13 0 2.88565e+13 6.46622e+12 4.49971e+13 7.84333e+12
1.439 8.82442e+13 0 2.88832e+13 6.47197e+12 4.50388e+13 7.85026e+12
1.44 8.83254e+13 0 2.891e+13 6.47773e+12 4.50805e+13 7.8572e+12
1.441 8.84065e+13 0 2.89367e+13 6.48348e+12 4.51222e+13 7.86413e+12
1.442 8.84878e+13 0 2.89635e+13 6.48924e+12 4.51639e+13 7.87107e+12
1.443 8.8569e+13 0 2.89903e+13 6.495e+12 4.52057e+13 7.87802e+12
1.444 8.86503e+13 0 2.90171e+13 6.50076e+12 4.52475e+13 7.88496e+12
1.445 8.87316e+13 0 2.90439e+13 6.50653e+12 4.52893e+13 7.89191e+12
1.446 8.88129e+13 0 2.90707e+13 6.5123e+12 4.53311e+13 7.89886e+12
1.447 8.88943e+13 0 2.90975e+13 6.51806e+12 4.53729e+13 7.90581e+12
1.448 8.89757e+13 0 2.91243e+13 6.52384e+12 4.54147e+13 7.91277e+12
1.449 8.90571e+13 0 2.91512e+13 6.52961e+12 4.54566e+13 7.91973e+12
1.45 8.91386e+13 0 2.9178e+13 6.53539e+12 4.54985e+13 7.92669e+12
1.451 8.92201e+13 0 2.92049e+13 6.54117e+12 4.55404e+13 7.93366e+12
1.452 8.93016e+13 0 2.92318e+13 6.54695e+12 4.55823e+13 7.94062e+12
1.453 8.93832e+13 0 2.92587e+13 6.55273e+12 4.56242e+13 7.94759e+12
1.454 8.94648e+13 0 2.92856e+13 6.55852e+12 4.56661e+13 7.95457e+12
1.455 8.95464e+13 0 2.93125e+13 6.5643e+12 4.57081e+13 7.96154e+12
1.456 8.96281e+13 0 2.93394e+13 6.57009e+12 4.57501e+13 7.96852e+12
1.457 8.97098e+13 0 2.93663e+13 6.57589e+12 4.57921e+13 7.9755e+12
1.458 8.97915e+13 0 2.93933e+13 6.58168e+12 4.58341e+13 7.98249e+12
1.459 8.98733e+13 0 2.94202e+13 6.58748e+12 4.58761e+13 7.98947e+12
1.46 8.99551e+13 0 2.94472e+13 6.59328e+12 4.59182e+13 7.99646e+12
1.461 9.00369e+13 0 2.94741e+13 6.59908e+12 4.59602e+13 8.00345e+12
1.462 9.01188e+13 0 2.95011e+13 6.60488e+12 4.60023e+13 8.01045e+12
1.463 9.02007e+13 0 2.95281e+13 6.61069e+12 4.60444e+13 8.01745e+12
1.464 9.02826e+13 0 2.95551e+13 6.6165e+12 4.60865e+13 8.02445e+12
1.465 9.03646e+13 0 2.95822e+13 6.62231e+12 4.61287e+13 8.03145e+12
1.466 9.04466e+13 0 2.96092e+13 6.62812e+12 4.61708e+13 8.03846e+12
1.467 9.05286e+13 0 2.96362e+13 6.63394e+12 4.6213e+13 8.04547e+12
1.468 9.06107e+13 0 2.96633e+13 6.63975e+12 4.62552e+13 8.05248e+12
1.469 9.06928e+13 0 2.96903e+13 6.64557e+12 4.62974e+13 8.05949e+12
1.47 9.07749e+13 0 2.97174e+13 6.6514e+12 4.63396e+13 8.06651e+12
1.471 9.08571e+13 0 2.97445e+13 6.65722e+12 4.63818e+13 8.07353e+12
1.472 9.09393e+13 0 2.97716e+13 6.66305e+12 4.64241e+13 8.08055e+12
1.473 9.10215e+13 0 2.97987e+13 6.66888e+12 4.64664e+13 8.08757e+12
1.474 9.11038e+13 0 2.98258e+13 6.67471e+12 4.65086e+13 8.0946e+12
1.475 9.11861e+13 0 2.98529e+13 6.68054e+12 4.6551e+13 8.10163e+12
1.476 9.12684e+13 0 2.98801e+13 6.68638e+12 4.65933e+13 8.10867e+12
1.477 9.13508e+13 0 2.99072e+13 6.69221e+12 4.66356e+13 8.1157e+12
1.478 9.14332e+13 0 2.99344e+13 6.69806e+12 4.6678e+13 8.12274e+12
1.479 9.15156e+13 0 2.99616e+13 6.7039e+12 4.67203e+13 8.12978e+12
1.48 9.15981e+13 0 2.99887e+13 6.70974e+12 4.67627e+13 8.13683e+12
1.481 9.16805e+13 0 3.00159e+13 6.71559e+12 4.68051e+13 8.14387e+12
1.482 9.17631e+13 0 3.00431e+13 6.72144e+12 4.68476e+13 8.15092e+12
1.483 9.18456e+13 0 3.00704e+13 6.72729e+12 4.689e+13 8.15798e+12
1.484 9.19282e+13 0 3.00976e+13 6.73315e+12 4.69325e+13 8.16503e+12
1.485 9.20109e+13 0 3.01248e+13 6.739e+12 4.69749e+13 8.17209e+12
1.486 9.20935e+13 0 3.01521e+13 6.74486e+12 4.70174e+13 8.17915e+12
1.487 9.21762e+13 0 3.01793e+13 6.75072e+12 4.70599e+13 8.18621e+12
1.488 9.22589e+13 0 3.02066e+13 6.75659e+12 4.71025e+13 8.19328e+12
1.489 9.23417e+13 0 3.02339e+13 6.76245e+12 4.7145e+13 8.20035e+12
1.49 9.24245e+13 0 3.02612e+13 6.76832e+12 4.71876e+13 8.20742e+12
1.491 9.25073e+13 0 3.02885e+13 6.77419e+12 4.72302e+13 8.2145e+12
1.492 9.25902e+13 0 3.03158e+13 6.78006e+12 4.72728e+13 8.22157e+12
1.493 9.26731e+13 0 3.03431e+13 6.78594e+12 4.73154e+13 8.22865e+12
1.494 9.2756e+13 0 3.03705e+13 6.79181e+12 4.7358e+13 8.23574e+12
1.495 9.2839e+13 0 3.03978e+13 6.79769e+12 4.74006e+13 8.24282e+12
1.496 9.2922e+13 0 3.04252e+13 6.80358e+12 4.74433e+13 8.24991e+12
1.497 9.3005e+13 0 3.04525e+13 6.80946e+12 4.7486e+13 8.257e+12
1.498 9.3088e+13 0 3.04799e+13 6.81535e+12 4.75287e+13 8.26409e+12
1.499 9.31711e+13 0 3.05073e+13 6.82123e+12 4.75714e+13 8.27119e+12
1.5 9.32543e+13 0 3.05347e+13 6.82712e+12 4.76141e+13 8.27829e+12
1.501 9.33374e+13 0 3.05621e+13 6.83302e+12 4.76569e+13 8.28539e+12
1.502 9.34206e+13 0 3.05895e+13 6.83891e+12 4.76996e+13 8.2925e+12
1.503 9.35038e+13 0 3.0617e+13 6.84481e+12 4.77424e+13 8.2996e+12
1.504 9.35871e+13 0 3.06444e+13 6.85071e+12 4.77852e+13 8.30672e+12
1.505 9.36704e+13 0 3.06719e+13 6.85661e+12 4.78281e+13 8.31383e+12
1.506 9.37537e+13 0 3.06994e+13 6.86252e+12 4.78709e+13 8.32094e+12
1.507 9.38371e+13 0 3.07268e+13 6.86843e+12 4.79137e+13 8.32806e+12
1.508 9.39205e+13 0 3.07543e+13 6.87433e+12 4.79566e+13 8.33518e+12
1.509 9.40039e+13 0 3.07818e+13 6.88025e+12 4.79995e+13 8.34231e+12
1.51 9.40873e+13 0 3.08093e+13 6.88616e+12 4.80424e+13 8.34943e+12
