Energy(eV) DOS(1/eV/m^3) DOS_Norm(CodeUnits)
1.757 3.80374e+28 4.97613
1.758 3.8067e+28 4.98002
1.759 3.80967e+28 4.9839
1.76 3.81265e+28 4.98779
1.761 3.81562e+28 4.99168
1.762 3.81859e+28 4.99557
1.763 3.82156e+28 4.99946
1.764 3.82454e+28 5.00335
1.765 3.82752e+28 5.00724
1.766 3.83049e+28 5.01114
1.767 3.83347e+28 5.01504
1.768 3.83645e+28 5.01893
1.769 3.83943e+28 5.02283
1.77 3.84241e+28 5.02673
1.771 3.8454e+28 5.03064
1.772 3.84838e+28 5.03454
1.773 3.85137e+28 5.03844
1.774 3.85435e+28 5.04235
1.775 3.85734e+28 5.04626
1.776 3.86033e+28 5.05017
1.777 3.86332e+28 5.05408
1.778 3.86631e+28 5.05799
1.779 3.8693e+28 5.0619
1.78 3.87229e+28 5.06582
1.781 3.87528e+28 5.06973
1.782 3.87828e+28 5.07365
1.783 3.88127e+28 5.07757
1.784 3.88427e+28 5.08149
1.785 3.88727e+28 5.08541
1.786 3.89027e+28 5.08933
1.787 3.89327e+28 5.09326
1.788 3.89627e+28 5.09718
1.789 3.89927e+28 5.10111
1.79 3.90227e+28 5.10504
1.791 3.90527e+28 5.10897
1.792 3.90828e+28 5.1129
1.793 3.91129e+28 5.11683
1.794 3.91429e+28 5.12077
1.795 3.9173e+28 5.1247
1.796 3.92031e+28 5.12864
1.797 3.92332e+28 5.13258
1.798 3.92633e+28 5.13652
1.799 3.92935e+28 5.14046
1.8 3.93236e+28 5.1444
1.801 3.93537e+28 5.14835
1.802 3.93839e+28 5.15229
1.803 3.94141e+28 5.15624
1.804 3.94442e+28 5.16019
1.805 3.94744e+28 5.16414
1.806 3.95046e+28 5.16809
1.807 3.95348e+28 5.17204
1.808 3.95651e+28 5.17599
1.809 3.95953e+28 5.17995
1.81 3.96255e+28 5.1839
1.811 3.96558e+28 5.18786
1.812 3.96861e+28 5.19182
1.813 3.97163e+28 5.19578
1.814 3.97466e+28 5.19974
1.815 3.97769e+28 5.20371
1.816 3.98072e+28 5.20767
1.817 3.98375e+28 5.21164
1.818 3.98679e+28 5.21561
1.819 3.98982e+28 5.21957
1.82 3.99286e+28 5.22354
1.821 3.99589e+28 5.22752
1.822 3.99893e+28 5.23149
1.823 4.00197e+28 5.23546
1.824 4.00501e+28 5.23944
1.825 4.00805e+28 5.24342
1.826 4.01109e+28 5.2474
1.827 4.01413e+28 5.25138
1.828 4.01717e+28 5.25536
1.829 4.02022e+28 5.25934
1.83 4.02326e+28 5.26333
1.831 4.02631e+28 5.26731
1.832 4.02936e+28 5.2713
1.833 4.03241e+28 5.27529
1.834 4.03546e+28 5.27928
1.835 4.03851e+28 5.28327
1.836 4.04156e+28 5.28726
1.837 4.04461e+28 5.29125
1.838 4.04767e+28 5.29525
1.839 4.05072e+28 5.29925
1.84 4.05378e+28 5.30325
1.841 4.05684e+28 5.30725
1.842 4.05989e+28 5.31125
1.843 4.06295e+28 5.31525
1.844 4.06601e+28 5.31925
1.845 4.06908e+28 5.32326
1.846 4.07214e+28 5.32726
1.847 4.0752e+28 5.33127
1.848 4.07827e+28 5.33528
1.849 4.08133e+28 5.33929
1.85 4.0844e+28 5.3433
1.851 4.08747e+28 5.34732
1.852 4.09054e+28 5.35133
1.853 4.09361e+28 5.35535
1.854 4.09668e+28 5.35937
1.855 4.09975e+28 5.36339
1.856 4.10282e+28 5.36741
1.857 4.1059e+28 5.37143
1.858 4.10897e+28 5.37545
1.859 4.11205e+28 5.37948
1.86 4.11513e+28 5.3835
1.861 4.11821e+28 5.38753
1.862 4.12129e+28 5.39156
1.863 4.12437e+28 5.39559
1.864 4.12745e+28 5.39962
1.865 4.13053e+28 5.40366
1.866 4.13361e+28 5.40769
1.867 4.1367e+28 5.41173
1.868 4.13979e+28 5.41576
1.869 4.14287e+28 5.4198
1.87 4.14596e+28 5.42384
1.871 4.14905e+28 5.42788
1.872 4.15214e+28 5.43193
1.873 4.15523e+28 5.43597
1.874 4.15833e+28 5.44002
1.875 4.16142e+28 5.44406
1.876 4.16451e+28 5.44811
1.877 4.16761e+28 5.45216
1.878 4.17071e+28 5.45621
1.879 4.1738e+28 5.46027
1.88 4.1769e+28 5.46432
1.881 4.18e+28 5.46838
1.882 4.1831e+28 5.47243
1.883 4.18621e+28 5.47649
1.884 4.18931e+28 5.48055
1.885 4.19241e+28 5.48461
1.886 4.19552e+28 5.48867
1.887 4.19863e+28 5.49274
1.888 4.20173e+28 5.4968
1.889 4.20484e+28 5.50087
1.89 4.20795e+28 5.50494
1.891 4.21106e+28 5.50901
1.892 4.21417e+28 5.51308
1.893 4.21729e+28 5.51715
1.894 4.2204e+28 5.52122
1.895 4.22351e+28 5.5253
1.896 4.22663e+28 5.52938
1.897 4.22975e+28 5.53345
1.898 4.23287e+28 5.53753
1.899 4.23598e+28 5.54161
1.9 4.23911e+28 5.54569
1.901 4.24223e+28 5.54978
1.902 4.24535e+28 5.55386
1.903 4.24847e+28 5.55795
1.904 4.2516e+28 5.56204
1.905 4.25472e+28 5.56613
1.906 4.25785e+28 5.57022
1.907 4.26098e+28 5.57431
1.908 4.26411e+28 5.5784
1.909 4.26724e+28 5.5825
1.91 4.27037e+28 5.58659
1.911 4.2735e+28 5.59069
1.912 4.27663e+28 5.59479
1.913 4.27977e+28 5.59889
1.914 4.2829e+28 5.60299
1.915 4.28604e+28 5.60709
1.916 4.28917e+28 5.6112
1.917 4.29231e+28 5.6153
1.918 4.29545e+28 5.61941
1.919 4.29859e+28 5.62352
1.92 4.30173e+28 5.62763
1.921 4.30488e+28 5.63174
1.922 4.30802e+28 5.63585
1.923 4.31117e+28 5.63997
1.924 4.31431e+28 5.64408
1.925 4.31746e+28 5.6482
1.926 4.32061e+28 5.65232
1.927 4.32376e+28 5.65644
1.928 4.32691e+28 5.66056
1.929 4.33006e+28 5.66468
1.93 4.33321e+28 5.6688
1.931 4.33636e+28 5.67293
1.932 4.33952e+28 5.67706
1.933 4.34267e+28 5.68118
1.934 4.34583e+28 5.68531
1.935 4.34899e+28 5.68944
1.936 4.35215e+28 5.69358
1.937 4.3553e+28 5.69771
1.938 4.35847e+28 5.70184
1.939 4.36163e+28 5.70598
1.94 4.36479e+28 5.71012
1.941 4.36795e+28 5.71426
1.942 4.37112e+28 5.7184
1.943 4.37429e+28 5.72254
1.944 4.37745e+28 5.72668
1.945 4.38062e+28 5.73083
1.946 4.38379e+28 5.73498
1.947 4.38696e+28 5.73912
1.948 4.39013e+28 5.74327
1.949 4.3933e+28 5.74742
1.95 4.39648e+28 5.75157
1.951 4.39965e+28 5.75573
1.952 4.40283e+28 5.75988
1.953 4.40601e+28 5.76404
1.954 4.40918e+28 5.7682
1.955 4.41236e+28 5.77235
1.956 4.41554e+28 5.77651
1.957 4.41872e+28 5.78068
1.958 4.42191e+28 5.78484
1.959 4.42509e+28 5.789
1.96 4.42827e+28 5.79317
1.961 4.43146e+28 5.79734
1.962 4.43465e+28 5.8015
1.963 4.43783e+28 5.80567
1.964 4.44102e+28 5.80985
1.965 4.44421e+28 5.81402
1.966 4.4474e+28 5.81819
1.967 4.45059e+28 5.82237
1.968 4.45379e+28 5.82655
1.969 4.45698e+28 5.83072
1.97 4.46018e+28 5.8349
1.971 4.46337e+28 5.83908
1.972 4.46657e+28 5.84327
1.973 4.46977e+28 5.84745
1.974 4.47297e+28 5.85164
1.975 4.47617e+28 5.85582
1.976 4.47937e+28 5.86001
1.977 4.48257e+28 5.8642
1.978 4.48577e+28 5.86839
1.979 4.48898e+28 5.87258
1.98 4.49218e+28 5.87678
1.981 4.49539e+28 5.88097
1.982 4.4986e+28 5.88517
1.983 4.50181e+28 5.88937
1.984 4.50502e+28 5.89357
1.985 4.50823e+28 5.89777
1.986 4.51144e+28 5.90197
1.987 4.51465e+28 5.90617
1.988 4.51787e+28 5.91038
1.989 4.52108e+28 5.91458
1.99 4.5243e+28 5.91879
1.991 4.52752e+28 5.923
1.992 4.53073e+28 5.92721
1.993 4.53395e+28 5.93142
1.994 4.53717e+28 5.93564
1.995 4.5404e+28 5.93985
1.996 4.54362e+28 5.94407
1.997 4.54684e+28 5.94828
1.998 4.55007e+28 5.9525
1.999 4.55329e+28 5.95672
2 4.55652e+28 5.96094
2.001 4.55975e+28 5.96517
2.002 4.56298e+28 5.96939
2.003 4.56621e+28 5.97362
2.004 4.56944e+28 5.97785
2.005 4.57267e+28 5.98207
2.006 4.57591e+28 5.9863
2.007 4.57914e+28 5.99054
2.008 4.58238e+28 5.99477
2.009 4.58561e+28 5.999
2.01 4.58885e+28 6.00324
2.011 4.59209e+28 6.00748
2.012 4.59533e+28 6.01171
2.013 4.59857e+28 6.01595
2.014 4.60181e+28 6.02019
2.015 4.60505e+28 6.02444
2.016 4.6083e+28 6.02868
2.017 4.61154e+28 6.03293
2.018 4.61479e+28 6.03717
2.019 4.61804e+28 6.04142
2.02 4.62128e+28 6.04567
2.021 4.62453e+28 6.04992
2.022 4.62778e+28 6.05417
2.023 4.63104e+28 6.05843
2.024 4.63429e+28 6.06268
2.025 4.63754e+28 6.06694
2.026 4.6408e+28 6.0712
2.027 4.64405e+28 6.07546
2.028 4.64731e+28 6.07972
2.029 4.65057e+28 6.08398
2.03 4.65383e+28 6.08824
2.031 4.65709e+28 6.09251
2.032 4.66035e+28 6.09677
2.033 4.66361e+28 6.10104
2.034 4.66687e+28 6.10531
2.035 4.67014e+28 6.10958
2.036 4.6734e+28 6.11385
2.037 4.67667e+28 6.11813
2.038 4.67994e+28 6.1224
2.039 4.68321e+28 6.12668
2.04 4.68648e+28 6.13096
2.041 4.68975e+28 6.13524
2.042 4.69302e+28 6.13952
2.043 4.69629e+28 6.1438
2.044 4.69957e+28 6.14808
2.045 4.70284e+28 6.15236
2.046 4.70612e+28 6.15665
2.047 4.70939e+28 6.16094
2.048 4.71267e+28 6.16523
2.049 4.71595e+28 6.16952
2.05 4.71923e+28 6.17381
2.051 4.72251e+28 6.1781
2.052 4.7258e+28 6.1824
2.053 4.72908e+28 6.18669
2.054 4.73236e+28 6.19099
2.055 4.73565e+28 6.19529
2.056 4.73894e+28 6.19959
2.057 4.74223e+28 6.20389
2.058 4.74551e+28 6.20819
2.059 4.7488e+28 6.21249
2.06 4.7521e+28 6.2168
2.061 4.75539e+28 6.22111
2.062 4.75868e+28 6.22542
2.063 4.76198e+28 6.22973
2.064 4.76527e+28 6.23404
2.065 4.76857e+28 6.23835
2.066 4.77186e+28 6.24266
2.067 4.77516e+28 6.24698
2.068 4.77846e+28 6.25129
2.069 4.78176e+28 6.25561
2.07 4.78507e+28 6.25993
2.071 4.78837e+28 6.26425
2.072 4.79167e+28 6.26858
2.073 4.79498e+28 6.2729
2.074 4.79828e+28 6.27722
2.075 4.80159e+28 6.28155
2.076 4.8049e+28 6.28588
2.077 4.80821e+28 6.29021
2.078 4.81152e+28 6.29454
2.079 4.81483e+28 6.29887
2.08 4.81814e+28 6.3032
2.081 4.82146e+28 6.30754
2.082 4.82477e+28 6.31187
2.083 4.82809e+28 6.31621
2.084 4.8314e+28 6.32055
2.085 4.83472e+28 6.32489
2.086 4.83804e+28 6.32923
2.087 4.84136e+28 6.33358
2.088 4.84468e+28 6.33792
2.089 4.848e+28 6.34227
2.09 4.85133e+28 6.34661
2.091 4.85465e+28 6.35096
2.092 4.85797e+28 6.35531
2.093 4.8613e+28 6.35967
2.094 4.86463e+28 6.36402
2.095 4.86796e+28 6.36837
2.096 4.87129e+28 6.37273
2.097 4.87462e+28 6.37709
2.098 4.87795e+28 6.38144
2.099 4.88128e+28 6.3858
2.1 4.88462e+28 6.39017
2.101 4.88795e+28 6.39453
2.102 4.89129e+28 6.39889
2.103 4.89462e+28 6.40326
2.104 4.89796e+28 6.40763
2.105 4.9013e+28 6.41199
2.106 4.90464e+28 6.41636
2.107 4.90798e+28 6.42073
2.108 4.91132e+28 6.42511
2.109 4.91467e+28 6.42948
2.11 4.91801e+28 6.43386
2.111 4.92136e+28 6.43823
2.112 4.9247e+28 6.44261
2.113 4.92805e+28 6.44699
2.114 4.9314e+28 6.45137
2.115 4.93475e+28 6.45575
2.116 4.9381e+28 6.46014
2.117 4.94145e+28 6.46452
2.118 4.94481e+28 6.46891
2.119 4.94816e+28 6.4733
2.12 4.95152e+28 6.47769
2.121 4.95487e+28 6.48208
2.122 4.95823e+28 6.48647
2.123 4.96159e+28 6.49086
2.124 4.96495e+28 6.49526
2.125 4.96831e+28 6.49966
2.126 4.97167e+28 6.50405
2.127 4.97503e+28 6.50845
2.128 4.9784e+28 6.51285
2.129 4.98176e+28 6.51725
2.13 4.98513e+28 6.52166
2.131 4.98849e+28 6.52606
2.132 4.99186e+28 6.53047
2.133 4.99523e+28 6.53488
2.134 4.9986e+28 6.53929
2.135 5.00197e+28 6.5437
2.136 5.00535e+28 6.54811
2.137 5.00872e+28 6.55252
2.138 5.01209e+28 6.55694
2.139 5.01547e+28 6.56135
2.14 5.01885e+28 6.56577
2.141 5.02222e+28 6.57019
2.142 5.0256e+28 6.57461
2.143 5.02898e+28 6.57903
2.144 5.03236e+28 6.58345
2.145 5.03574e+28 6.58788
2.146 5.03913e+28 6.5923
2.147 5.04251e+28 6.59673
2.148 5.0459e+28 6.60116
2.149 5.04928e+28 6.60559
2.15 5.05267e+28 6.61002
2.151 5.05606e+28 6.61445
2.152 5.05945e+28 6.61889
2.153 5.06284e+28 6.62332
2.154 5.06623e+28 6.62776
2.155 5.06962e+28 6.6322
2.156 5.07302e+28 6.63664
2.157 5.07641e+28 6.64108
2.158 5.07981e+28 6.64552
2.159 5.0832e+28 6.64996
2.16 5.0866e+28 6.65441
2.161 5.09e+28 6.65886
2.162 5.0934e+28 6.6633
2.163 5.0968e+28 6.66775
2.164 5.1002e+28 6.6722
2.165 5.10361e+28 6.67666
2.166 5.10701e+28 6.68111
2.167 5.11042e+28 6.68557
2.168 5.11382e+28 6.69002
2.169 5.11723e+28 6.69448
2.17 5.12064e+28 6.69894
2.171 5.12405e+28 6.7034
2.172 5.12746e+28 6.70786
2.173 5.13087e+28 6.71233
2.174 5.13429e+28 6.71679
2.175 5.1377e+28 6.72126
2.176 5.14111e+28 6.72572
2.177 5.14453e+28 6.73019
2.178 5.14795e+28 6.73466
2.179 5.15137e+28 6.73914
2.18 5.15479e+28 6.74361
2.181 5.15821e+28 6.74808
2.182 5.16163e+28 6.75256
2.183 5.16505e+28 6.75704
2.184 5.16847e+28 6.76152
2.185 5.1719e+28 6.766
2.186 5.17532e+28 6.77048
2.187 5.17875e+28 6.77496
2.188 5.18218e+28 6.77945
2.189 5.18561e+28 6.78393
2.19 5.18904e+28 6.78842
2.191 5.19247e+28 6.79291
2.192 5.1959e+28 6.7974
2.193 5.19933e+28 6.80189
2.194 5.20277e+28 6.80638
2.195 5.2062e+28 6.81088
2.196 5.20964e+28 6.81537
2.197 5.21308e+28 6.81987
2.198 5.21652e+28 6.82437
2.199 5.21996e+28 6.82887
2.2 5.2234e+28 6.83337
2.201 5.22684e+28 6.83787
2.202 5.23028e+28 6.84237
2.203 5.23373e+28 6.84688
2.204 5.23717e+28 6.85139
2.205 5.24062e+28 6.8559
2.206 5.24406e+28 6.86041
2.207 5.24751e+28 6.86492
2.208 5.25096e+28 6.86943
2.209 5.25441e+28 6.87394
2.21 5.25786e+28 6.87846
2.211 5.26132e+28 6.88297
2.212 5.26477e+28 6.88749
2.213 5.26822e+28 6.89201
2.214 5.27168e+28 6.89653
2.215 5.27514e+28 6.90105
2.216 5.27859e+28 6.90558
2.217 5.28205e+28 6.9101
2.218 5.28551e+28 6.91463
2.219 5.28897e+28 6.91916
2.22 5.29244e+28 6.92369
2.221 5.2959e+28 6.92822
2.222 5.29936e+28 6.93275
2.223 5.30283e+28 6.93728
2.224 5.3063e+28 6.94182
2.225 5.30976e+28 6.94635
2.226 5.31323e+28 6.95089
2.227 5.3167e+28 6.95543
2.228 5.32017e+28 6.95997
2.229 5.32364e+28 6.96451
2.23 5.32712e+28 6.96906
2.231 5.33059e+28 6.9736
2.232 5.33407e+28 6.97815
2.233 5.33754e+28 6.98269
2.234 5.34102e+28 6.98724
2.235 5.3445e+28 6.99179
2.236 5.34798e+28 6.99635
2.237 5.35146e+28 7.0009
2.238 5.35494e+28 7.00545
2.239 5.35842e+28 7.01001
2.24 5.3619e+28 7.01457
2.241 5.36539e+28 7.01912
2.242 5.36887e+28 7.02368
2.243 5.37236e+28 7.02825
2.244 5.37585e+28 7.03281
2.245 5.37934e+28 7.03737
2.246 5.38283e+28 7.04194
2.247 5.38632e+28 7.04651
2.248 5.38981e+28 7.05107
2.249 5.3933e+28 7.05564
2.25 5.3968e+28 7.06022
2.251 5.40029e+28 7.06479
2.252 5.40379e+28 7.06936
2.253 5.40729e+28 7.07394
2.254 5.41079e+28 7.07851
2.255 5.41429e+28 7.08309
2.256 5.41779e+28 7.08767
2.257 5.42129e+28 7.09225
2.258 5.42479e+28 7.09684
2.259 5.42829e+28 7.10142
2.26 5.4318e+28 7.106
2.261 5.43531e+28 7.11059
2.262 5.43881e+28 7.11518
2.263 5.44232e+28 7.11977
2.264 5.44583e+28 7.12436
2.265 5.44934e+28 7.12895
2.266 5.45285e+28 7.13355
2.267 5.45636e+28 7.13814
2.268 5.45988e+28 7.14274
2.269 5.46339e+28 7.14733
2.27 5.46691e+28 7.15193
2.271 5.47042e+28 7.15653
2.272 5.47394e+28 7.16114
2.273 5.47746e+28 7.16574
2.274 5.48098e+28 7.17034
2.275 5.4845e+28 7.17495
2.276 5.48802e+28 7.17956
2.277 5.49155e+28 7.18417
2.278 5.49507e+28 7.18878
2.279 5.4986e+28 7.19339
2.28 5.50212e+28 7.198
2.281 5.50565e+28 7.20262
2.282 5.50918e+28 7.20723
2.283 5.51271e+28 7.21185
2.284 5.51624e+28 7.21647
2.285 5.51977e+28 7.22109
2.286 5.5233e+28 7.22571
2.287 5.52684e+28 7.23033
2.288 5.53037e+28 7.23496
2.289 5.53391e+28 7.23958
2.29 5.53744e+28 7.24421
2.291 5.54098e+28 7.24884
2.292 5.54452e+28 7.25347
2.293 5.54806e+28 7.2581
2.294 5.5516e+28 7.26273
2.295 5.55515e+28 7.26737
2.296 5.55869e+28 7.272
2.297 5.56223e+28 7.27664
2.298 5.56578e+28 7.28128
2.299 5.56933e+28 7.28592
2.3 5.57287e+28 7.29056
2.301 5.57642e+28 7.2952
2.302 5.57997e+28 7.29985
2.303 5.58352e+28 7.30449
2.304 5.58707e+28 7.30914
2.305 5.59063e+28 7.31379
2.306 5.59418e+28 7.31844
2.307 5.59774e+28 7.32309
2.308 5.60129e+28 7.32774
2.309 5.60485e+28 7.33239
2.31 5.60841e+28 7.33705
2.311 5.61197e+28 7.34171
2.312 5.61553e+28 7.34636
2.313 5.61909e+28 7.35102
2.314 5.62265e+28 7.35568
2.315 5.62622e+28 7.36035
2.316 5.62978e+28 7.36501
2.317 5.63335e+28 7.36968
2.318 5.63692e+28 7.37434
2.319 5.64048e+28 7.37901
2.32 5.64405e+28 7.38368
2.321 5.64762e+28 7.38835
2.322 5.65119e+28 7.39302
2.323 5.65477e+28 7.39769
2.324 5.65834e+28 7.40237
2.325 5.66191e+28 7.40705
2.326 5.66549e+28 7.41172
2.327 5.66907e+28 7.4164
2.328 5.67264e+28 7.42108
2.329 5.67622e+28 7.42576
2.33 5.6798e+28 7.43045
2.331 5.68338e+28 7.43513
2.332 5.68697e+28 7.43982
2.333 5.69055e+28 7.44451
2.334 5.69413e+28 7.44919
2.335 5.69772e+28 7.45388
2.336 5.7013e+28 7.45858
2.337 5.70489e+28 7.46327
2.338 5.70848e+28 7.46796
2.339 5.71207e+28 7.47266
2.34 5.71566e+28 7.47736
2.341 5.71925e+28 7.48206
2.342 5.72284e+28 7.48676
2.343 5.72644e+28 7.49146
2.344 5.73003e+28 7.49616
2.345 5.73363e+28 7.50086
2.346 5.73723e+28 7.50557
2.347 5.74082e+28 7.51028
2.348 5.74442e+28 7.51499
2.349 5.74802e+28 7.51969
2.35 5.75162e+28 7.52441
2.351 5.75523e+28 7.52912
2.352 5.75883e+28 7.53383
2.353 5.76243e+28 7.53855
2.354 5.76604e+28 7.54326
2.355 5.76965e+28 7.54798
2.356 5.77325e+28 7.5527
2.357 5.77686e+28 7.55742
2.358 5.78047e+28 7.56215
2.359 5.78408e+28 7.56687
2.36 5.78769e+28 7.5716
2.361 5.79131e+28 7.57632
2.362 5.79492e+28 7.58105
2.363 5.79854e+28 7.58578
2.364 5.80215e+28 7.59051
2.365 5.80577e+28 7.59524
2.366 5.80939e+28 7.59998
2.367 5.81301e+28 7.60471
2.368 5.81663e+28 7.60945
2.369 5.82025e+28 7.61418
2.37 5.82387e+28 7.61892
2.371 5.8275e+28 7.62366
2.372 5.83112e+28 7.62841
2.373 5.83475e+28 7.63315
2.374 5.83837e+28 7.63789
2.375 5.842e+28 7.64264
2.376 5.84563e+28 7.64739
2.377 5.84926e+28 7.65214
2.378 5.85289e+28 7.65689
2.379 5.85652e+28 7.66164
2.38 5.86016e+28 7.66639
2.381 5.86379e+28 7.67115
2.382 5.86743e+28 7.6759
2.383 5.87106e+28 7.68066
2.384 5.8747e+28 7.68542
2.385 5.87834e+28 7.69018
2.386 5.88198e+28 7.69494
2.387 5.88562e+28 7.6997
2.388 5.88926e+28 7.70447
2.389 5.89291e+28 7.70924
2.39 5.89655e+28 7.714
2.391 5.9002e+28 7.71877
2.392 5.90384e+28 7.72354
2.393 5.90749e+28 7.72831
2.394 5.91114e+28 7.73309
2.395 5.91479e+28 7.73786
2.396 5.91844e+28 7.74263
2.397 5.92209e+28 7.74741
2.398 5.92574e+28 7.75219
2.399 5.92939e+28 7.75697
2.4 5.93305e+28 7.76175
2.401 5.93671e+28 7.76653
2.402 5.94036e+28 7.77132
2.403 5.94402e+28 7.7761
2.404 5.94768e+28 7.78089
2.405 5.95134e+28 7.78568
2.406 5.955e+28 7.79047
2.407 5.95866e+28 7.79526
2.408 5.96233e+28 7.80005
2.409 5.96599e+28 7.80485
2.41 5.96966e+28 7.80964
2.411 5.97332e+28 7.81444
2.412 5.97699e+28 7.81924
2.413 5.98066e+28 7.82403
2.414 5.98433e+28 7.82884
2.415 5.988e+28 7.83364
2.416 5.99167e+28 7.83844
2.417 5.99534e+28 7.84325
2.418 5.99902e+28 7.84805
2.419 6.00269e+28 7.85286
2.42 6.00637e+28 7.85767
2.421 6.01005e+28 7.86248
2.422 6.01372e+28 7.86729
2.423 6.0174e+28 7.87211
2.424 6.02108e+28 7.87692
2.425 6.02477e+28 7.88174
2.426 6.02845e+28 7.88655
2.427 6.03213e+28 7.89137
2.428 6.03582e+28 7.89619
2.429 6.0395e+28 7.90102
2.43 6.04319e+28 7.90584
2.431 6.04688e+28 7.91066
2.432 6.05057e+28 7.91549
2.433 6.05426e+28 7.92032
2.434 6.05795e+28 7.92515
2.435 6.06164e+28 7.92998
2.436 6.06533e+28 7.93481
2.437 6.06903e+28 7.93964
2.438 6.07272e+28 7.94448
2.439 6.07642e+28 7.94931
2.44 6.08012e+28 7.95415
2.441 6.08382e+28 7.95899
2.442 6.08752e+28 7.96383
2.443 6.09122e+28 7.96867
2.444 6.09492e+28 7.97351
2.445 6.09862e+28 7.97836
2.446 6.10232e+28 7.9832
2.447 6.10603e+28 7.98805
2.448 6.10974e+28 7.9929
2.449 6.11344e+28 7.99775
2.45 6.11715e+28 8.0026
2.451 6.12086e+28 8.00745
2.452 6.12457e+28 8.0123
2.453 6.12828e+28 8.01716
2.454 6.132e+28 8.02202
2.455 6.13571e+28 8.02688
2.456 6.13942e+28 8.03173
2.457 6.14314e+28 8.0366
2.458 6.14686e+28 8.04146
2.459 6.15057e+28 8.04632
2.46 6.15429e+28 8.05119
2.461 6.15801e+28 8.05605
2.462 6.16173e+28 8.06092
2.463 6.16546e+28 8.06579
2.464 6.16918e+28 8.07066
2.465 6.1729e+28 8.07553
2.466 6.17663e+28 8.08041
2.467 6.18036e+28 8.08528
2.468 6.18408e+28 8.09016
2.469 6.18781e+28 8.09504
2.47 6.19154e+28 8.09992
2.471 6.19527e+28 8.1048
2.472 6.199e+28 8.10968
2.473 6.20274e+28 8.11456
2.474 6.20647e+28 8.11945
2.475 6.21021e+28 8.12433
2.476 6.21394e+28 8.12922
2.477 6.21768e+28 8.13411
2.478 6.22142e+28 8.139
2.479 6.22516e+28 8.14389
2.48 6.2289e+28 8.14879
2.481 6.23264e+28 8.15368
2.482 6.23638e+28 8.15858
2.483 6.24013e+28 8.16347
2.484 6.24387e+28 8.16837
2.485 6.24762e+28 8.17327
2.486 6.25136e+28 8.17818
2.487 6.25511e+28 8.18308
2.488 6.25886e+28 8.18798
2.489 6.26261e+28 8.19289
2.49 6.26636e+28 8.1978
2.491 6.27011e+28 8.20271
2.492 6.27387e+28 8.20762
2.493 6.27762e+28 8.21253
2.494 6.28138e+28 8.21744
2.495 6.28513e+28 8.22235
2.496 6.28889e+28 8.22727
2.497 6.29265e+28 8.23219
2.498 6.29641e+28 8.23711
2.499 6.30017e+28 8.24202
2.5 6.30393e+28 8.24695
2.501 6.30769e+28 8.25187
2.502 6.31146e+28 8.25679
2.503 6.31522e+28 8.26172
2.504 6.31899e+28 8.26665
2.505 6.32276e+28 8.27157
2.506 6.32652e+28 8.2765
2.507 6.33029e+28 8.28143
2.508 6.33406e+28 8.28637
2.509 6.33783e+28 8.2913
2.51 6.34161e+28 8.29624
2.511 6.34538e+28 8.30117
2.512 6.34916e+28 8.30611
2.513 6.35293e+28 8.31105
2.514 6.35671e+28 8.31599
2.515 6.36049e+28 8.32093
2.516 6.36426e+28 8.32588
2.517 6.36804e+28 8.33082
2.518 6.37183e+28 8.33577
2.519 6.37561e+28 8.34072
2.52 6.37939e+28 8.34567
2.521 6.38318e+28 8.35062
2.522 6.38696e+28 8.35557
2.523 6.39075e+28 8.36052
2.524 6.39453e+28 8.36548
2.525 6.39832e+28 8.37043
2.526 6.40211e+28 8.37539
2.527 6.4059e+28 8.38035
2.528 6.4097e+28 8.38531
2.529 6.41349e+28 8.39027
2.53 6.41728e+28 8.39524
2.531 6.42108e+28 8.4002
2.532 6.42487e+28 8.40517
2.533 6.42867e+28 8.41013
2.534 6.43247e+28 8.4151
2.535 6.43627e+28 8.42007
2.536 6.44007e+28 8.42505
2.537 6.44387e+28 8.43002
2.538 6.44767e+28 8.43499
2.539 6.45148e+28 8.43997
2.54 6.45528e+28 8.44495
2.541 6.45909e+28 8.44993
2.542 6.46289e+28 8.45491
2.543 6.4667e+28 8.45989
2.544 6.47051e+28 8.46487
2.545 6.47432e+28 8.46985
2.546 6.47813e+28 8.47484
2.547 6.48194e+28 8.47983
2.548 6.48576e+28 8.48482
2.549 6.48957e+28 8.48981
2.55 6.49339e+28 8.4948
2.551 6.4972e+28 8.49979
2.552 6.50102e+28 8.50478
2.553 6.50484e+28 8.50978
2.554 6.50866e+28 8.51478
2.555 6.51248e+28 8.51977
2.556 6.5163e+28 8.52477
2.557 6.52012e+28 8.52978
2.558 6.52395e+28 8.53478
2.559 6.52777e+28 8.53978
2.56 6.5316e+28 8.54479
2.561 6.53543e+28 8.54979
2.562 6.53925e+28 8.5548
2.563 6.54308e+28 8.55981
2.564 6.54691e+28 8.56482
2.565 6.55075e+28 8.56984
2.566 6.55458e+28 8.57485
2.567 6.55841e+28 8.57986
2.568 6.56225e+28 8.58488
2.569 6.56608e+28 8.5899
2.57 6.56992e+28 8.59492
2.571 6.57376e+28 8.59994
2.572 6.5776e+28 8.60496
2.573 6.58144e+28 8.60998
2.574 6.58528e+28 8.61501
2.575 6.58912e+28 8.62004
2.576 6.59296e+28 8.62506
2.577 6.59681e+28 8.63009
2.578 6.60065e+28 8.63512
