10000
-0.4 0.4
-0.1963 1.47588e+22 6.86423e+26
-0.19622 1.48045e+22 6.8855e+26
-0.19614 1.48504e+22 6.90684e+26
-0.19606 1.48964e+22 6.92825e+26
-0.19598 1.49426e+22 6.94972e+26
-0.1959 1.49889e+22 6.97126e+26
-0.19582 1.50353e+22 6.99286e+26
-0.19574 1.50819e+22 7.01454e+26
-0.19566 1.51287e+22 7.03628e+26
-0.19558 1.51756e+22 7.05808e+26
-0.1955 1.52226e+22 7.07996e+26
-0.19542 1.52698e+22 7.1019e+26
-0.19534 1.53171e+22 7.12391e+26
-0.19526 1.53646e+22 7.14599e+26
-0.19518 1.54122e+22 7.16814e+26
-0.1951 1.54599e+22 7.19035e+26
-0.19502 1.55079e+22 7.21264e+26
-0.194939 1.55559e+22 7.23499e+26
-0.194859 1.56041e+22 7.25741e+26
-0.194779 1.56525e+22 7.27991e+26
-0.194699 1.5701e+22 7.30247e+26
-0.194619 1.57496e+22 7.3251e+26
-0.194539 1.57985e+22 7.3478e+26
-0.194459 1.58474e+22 7.37057e+26
-0.194379 1.58965e+22 7.39342e+26
-0.194299 1.59458e+22 7.41633e+26
-0.194219 1.59952e+22 7.43932e+26
-0.194139 1.60448e+22 7.46237e+26
-0.194059 1.60945e+22 7.4855e+26
-0.193979 1.61444e+22 7.5087e+26
-0.193899 1.61944e+22 7.53197e+26
-0.193819 1.62446e+22 7.55531e+26
-0.193739 1.62949e+22 7.57873e+26
-0.193659 1.63454e+22 7.60222e+26
-0.193579 1.63961e+22 7.62578e+26
-0.193499 1.64469e+22 7.64941e+26
-0.193419 1.64979e+22 7.67312e+26
-0.193339 1.6549e+22 7.6969e+26
-0.193259 1.66003e+22 7.72075e+26
-0.193179 1.66517e+22 7.74468e+26
-0.193099 1.67033e+22 7.76868e+26
-0.193019 1.67551e+22 7.79276e+26
-0.192939 1.6807e+22 7.81691e+26
-0.192859 1.68591e+22 7.84114e+26
-0.192779 1.69114e+22 7.86544e+26
-0.192699 1.69638e+22 7.88982e+26
-0.192619 1.70163e+22 7.91427e+26
-0.192539 1.70691e+22 7.9388e+26
-0.192459 1.7122e+22 7.9634e+26
-0.192379 1.7175e+22 7.98808e+26
-0.192299 1.72283e+22 8.01284e+26
-0.192219 1.72816e+22 8.03767e+26
-0.192139 1.73352e+22 8.06258e+26
-0.192059 1.73889e+22 8.08757e+26
-0.191979 1.74428e+22 8.11263e+26
-0.191899 1.74969e+22 8.13778e+26
-0.191819 1.75511e+22 8.163e+26
-0.191739 1.76055e+22 8.18829e+26
-0.191659 1.766e+22 8.21367e+26
-0.191579 1.77148e+22 8.23913e+26
-0.191499 1.77697e+22 8.26466e+26
-0.191419 1.78247e+22 8.29028e+26
-0.191339 1.788e+22 8.31597e+26
-0.191259 1.79354e+22 8.34174e+26
-0.191179 1.7991e+22 8.36759e+26
-0.191099 1.80467e+22 8.39353e+26
-0.191019 1.81026e+22 8.41954e+26
-0.190939 1.81587e+22 8.44563e+26
-0.190859 1.8215e+22 8.47181e+26
-0.190779 1.82715e+22 8.49806e+26
-0.190699 1.83281e+22 8.5244e+26
-0.190619 1.83849e+22 8.55082e+26
-0.190539 1.84419e+22 8.57732e+26
-0.190459 1.8499e+22 8.6039e+26
-0.190379 1.85563e+22 8.63057e+26
-0.190299 1.86138e+22 8.65731e+26
-0.190219 1.86715e+22 8.68414e+26
-0.190139 1.87294e+22 8.71106e+26
-0.190059 1.87874e+22 8.73805e+26
-0.189979 1.88457e+22 8.76513e+26
-0.189899 1.89041e+22 8.7923e+26
-0.189819 1.89626e+22 8.81955e+26
-0.189739 1.90214e+22 8.84688e+26
-0.189659 1.90804e+22 8.8743e+26
-0.189579 1.91395e+22 8.9018e+26
-0.189499 1.91988e+22 8.92939e+26
-0.189419 1.92583e+22 8.95706e+26
-0.189339 1.9318e+22 8.98482e+26
-0.189259 1.93778e+22 9.01267e+26
-0.189179 1.94379e+22 9.0406e+26
-0.189099 1.94981e+22 9.06862e+26
-0.189019 1.95585e+22 9.09672e+26
-0.188939 1.96192e+22 9.12491e+26
-0.188859 1.968e+22 9.15319e+26
-0.188779 1.97409e+22 9.18156e+26
-0.188699 1.98021e+22 9.21001e+26
-0.188619 1.98635e+22 9.23856e+26
-0.188539 1.9925e+22 9.26719e+26
-0.188459 1.99868e+22 9.29591e+26
-0.188379 2.00487e+22 9.32472e+26
-0.188299 2.01109e+22 9.35362e+26
-0.188219 2.01732e+22 9.3826e+26
-0.188139 2.02357e+22 9.41168e+26
-0.188059 2.02984e+22 9.44085e+26
-0.187979 2.03613e+22 9.47011e+26
-0.187899 2.04244e+22 9.49946e+26
-0.187819 2.04877e+22 9.5289e+26
-0.187739 2.05512e+22 9.55843e+26
-0.187659 2.06149e+22 9.58805e+26
-0.187579 2.06787e+22 9.61776e+26
-0.187499 2.07428e+22 9.64757e+26
-0.187419 2.08071e+22 9.67747e+26
-0.187339 2.08716e+22 9.70746e+26
-0.187259 2.09363e+22 9.73755e+26
-0.187179 2.10011e+22 9.76772e+26
-0.187099 2.10662e+22 9.79799e+26
-0.187019 2.11315e+22 9.82836e+26
-0.186939 2.1197e+22 9.85882e+26
-0.186859 2.12627e+22 9.88937e+26
-0.186779 2.13286e+22 9.92002e+26
-0.186699 2.13947e+22 9.95076e+26
-0.186619 2.1461e+22 9.9816e+26
-0.186539 2.15275e+22 1.00125e+27
-0.186459 2.15942e+22 1.00436e+27
-0.186379 2.16611e+22 1.00747e+27
-0.186299 2.17282e+22 1.01059e+27
-0.186219 2.17955e+22 1.01372e+27
-0.186139 2.18631e+22 1.01686e+27
-0.186059 2.19308e+22 1.02002e+27
-0.185979 2.19988e+22 1.02318e+27
-0.185899 2.2067e+22 1.02635e+27
-0.185819 2.21354e+22 1.02953e+27
-0.185739 2.22039e+22 1.03272e+27
-0.185659 2.22728e+22 1.03592e+27
-0.185579 2.23418e+22 1.03913e+27
-0.185499 2.2411e+22 1.04235e+27
-0.185419 2.24805e+22 1.04558e+27
-0.185339 2.25501e+22 1.04882e+27
-0.185259 2.262e+22 1.05207e+27
-0.185179 2.26901e+22 1.05533e+27
-0.185099 2.27604e+22 1.0586e+27
-0.185019 2.28309e+22 1.06188e+27
-0.184938 2.29017e+22 1.06517e+27
-0.184858 2.29726e+22 1.06847e+27
-0.184778 2.30438e+22 1.07179e+27
-0.184698 2.31152e+22 1.07511e+27
-0.184618 2.31869e+22 1.07844e+27
-0.184538 2.32587e+22 1.08178e+27
-0.184458 2.33308e+22 1.08513e+27
-0.184378 2.34031e+22 1.0885e+27
-0.184298 2.34756e+22 1.09187e+27
-0.184218 2.35484e+22 1.09525e+27
-0.184138 2.36213e+22 1.09865e+27
-0.184058 2.36945e+22 1.10205e+27
-0.183978 2.3768e+22 1.10547e+27
-0.183898 2.38416e+22 1.10889e+27
-0.183818 2.39155e+22 1.11233e+27
-0.183738 2.39896e+22 1.11578e+27
-0.183658 2.40639e+22 1.11924e+27
-0.183578 2.41385e+22 1.1227e+27
-0.183498 2.42133e+22 1.12618e+27
-0.183418 2.42883e+22 1.12967e+27
-0.183338 2.43636e+22 1.13317e+27
-0.183258 2.44391e+22 1.13669e+27
-0.183178 2.45148e+22 1.14021e+27
-0.183098 2.45908e+22 1.14374e+27
-0.183018 2.4667e+22 1.14729e+27
-0.182938 2.47434e+22 1.15084e+27
-0.182858 2.48201e+22 1.15441e+27
-0.182778 2.4897e+22 1.15799e+27
-0.182698 2.49742e+22 1.16157e+27
-0.182618 2.50515e+22 1.16517e+27
-0.182538 2.51292e+22 1.16878e+27
-0.182458 2.5207e+22 1.17241e+27
-0.182378 2.52852e+22 1.17604e+27
-0.182298 2.53635e+22 1.17968e+27
-0.182218 2.54421e+22 1.18334e+27
-0.182138 2.55209e+22 1.18701e+27
-0.182058 2.56e+22 1.19069e+27
-0.181978 2.56793e+22 1.19438e+27
-0.181898 2.57589e+22 1.19808e+27
-0.181818 2.58387e+22 1.20179e+27
-0.181738 2.59188e+22 1.20551e+27
-0.181658 2.59991e+22 1.20925e+27
-0.181578 2.60797e+22 1.213e+27
-0.181498 2.61605e+22 1.21676e+27
-0.181418 2.62416e+22 1.22053e+27
-0.181338 2.63229e+22 1.22431e+27
-0.181258 2.64044e+22 1.2281e+27
-0.181178 2.64863e+22 1.23191e+27
-0.181098 2.65683e+22 1.23573e+27
-0.181018 2.66507e+22 1.23956e+27
-0.180938 2.67332e+22 1.2434e+27
-0.180858 2.68161e+22 1.24725e+27
-0.180778 2.68992e+22 1.25112e+27
-0.180698 2.69825e+22 1.25499e+27
-0.180618 2.70661e+22 1.25888e+27
-0.180538 2.715e+22 1.26278e+27
-0.180458 2.72341e+22 1.2667e+27
-0.180378 2.73185e+22 1.27062e+27
-0.180298 2.74032e+22 1.27456e+27
-0.180218 2.74881e+22 1.27851e+27
-0.180138 2.75733e+22 1.28247e+27
-0.180058 2.76587e+22 1.28645e+27
-0.179978 2.77444e+22 1.29043e+27
-0.179898 2.78304e+22 1.29443e+27
-0.179818 2.79166e+22 1.29844e+27
-0.179738 2.80031e+22 1.30247e+27
-0.179658 2.80899e+22 1.3065e+27
-0.179578 2.81769e+22 1.31055e+27
-0.179498 2.82642e+22 1.31461e+27
-0.179418 2.83518e+22 1.31869e+27
-0.179338 2.84397e+22 1.32277e+27
-0.179258 2.85278e+22 1.32687e+27
-0.179178 2.86162e+22 1.33098e+27
-0.179098 2.87048e+22 1.33511e+27
-0.179018 2.87938e+22 1.33925e+27
-0.178938 2.8883e+22 1.3434e+27
-0.178858 2.89725e+22 1.34756e+27
-0.178778 2.90623e+22 1.35174e+27
-0.178698 2.91523e+22 1.35592e+27
-0.178618 2.92427e+22 1.36013e+27
-0.178538 2.93333e+22 1.36434e+27
-0.178458 2.94242e+22 1.36857e+27
-0.178378 2.95153e+22 1.37281e+27
-0.178298 2.96068e+22 1.37706e+27
-0.178218 2.96985e+22 1.38133e+27
-0.178138 2.97906e+22 1.38561e+27
-0.178058 2.98829e+22 1.38991e+27
-0.177978 2.99755e+22 1.39421e+27
-0.177898 3.00683e+22 1.39853e+27
-0.177818 3.01615e+22 1.40287e+27
-0.177738 3.0255e+22 1.40721e+27
-0.177658 3.03487e+22 1.41158e+27
-0.177578 3.04427e+22 1.41595e+27
-0.177498 3.05371e+22 1.42034e+27
-0.177418 3.06317e+22 1.42474e+27
-0.177338 3.07266e+22 1.42915e+27
-0.177258 3.08218e+22 1.43358e+27
-0.177178 3.09173e+22 1.43803e+27
-0.177098 3.10131e+22 1.44248e+27
-0.177018 3.11092e+22 1.44695e+27
-0.176938 3.12056e+22 1.45144e+27
-0.176858 3.13023e+22 1.45593e+27
-0.176778 3.13993e+22 1.46044e+27
-0.176698 3.14966e+22 1.46497e+27
-0.176618 3.15942e+22 1.46951e+27
-0.176538 3.16921e+22 1.47406e+27
-0.176458 3.17903e+22 1.47863e+27
-0.176378 3.18888e+22 1.48321e+27
-0.176298 3.19876e+22 1.48781e+27
-0.176218 3.20867e+22 1.49242e+27
-0.176138 3.21861e+22 1.49704e+27
-0.176058 3.22858e+22 1.50168e+27
-0.175978 3.23859e+22 1.50634e+27
-0.175898 3.24862e+22 1.51101e+27
-0.175818 3.25869e+22 1.51569e+27
-0.175738 3.26878e+22 1.52038e+27
-0.175658 3.27891e+22 1.5251e+27
-0.175578 3.28907e+22 1.52982e+27
-0.175498 3.29926e+22 1.53456e+27
-0.175418 3.30948e+22 1.53932e+27
-0.175338 3.31974e+22 1.54409e+27
-0.175258 3.33002e+22 1.54887e+27
-0.175178 3.34034e+22 1.55367e+27
-0.175098 3.35069e+22 1.55849e+27
-0.175018 3.36107e+22 1.56332e+27
-0.174937 3.37149e+22 1.56816e+27
-0.174857 3.38193e+22 1.57302e+27
-0.174777 3.39241e+22 1.57789e+27
-0.174697 3.40292e+22 1.58278e+27
-0.174617 3.41347e+22 1.58769e+27
-0.174537 3.42404e+22 1.59261e+27
-0.174457 3.43465e+22 1.59754e+27
-0.174377 3.44529e+22 1.60249e+27
-0.174297 3.45597e+22 1.60746e+27
-0.174217 3.46668e+22 1.61244e+27
-0.174137 3.47742e+22 1.61744e+27
-0.174057 3.48819e+22 1.62245e+27
-0.173977 3.499e+22 1.62748e+27
-0.173897 3.50984e+22 1.63252e+27
-0.173817 3.52072e+22 1.63758e+27
-0.173737 3.53162e+22 1.64265e+27
-0.173657 3.54257e+22 1.64774e+27
-0.173577 3.55354e+22 1.65285e+27
-0.173497 3.56455e+22 1.65797e+27
-0.173417 3.5756e+22 1.66311e+27
-0.173337 3.58668e+22 1.66826e+27
-0.173257 3.59779e+22 1.67343e+27
-0.173177 3.60894e+22 1.67862e+27
-0.173097 3.62012e+22 1.68382e+27
-0.173017 3.63133e+22 1.68903e+27
-0.172937 3.64258e+22 1.69427e+27
-0.172857 3.65387e+22 1.69952e+27
-0.172777 3.66519e+22 1.70479e+27
-0.172697 3.67655e+22 1.71007e+27
-0.172617 3.68794e+22 1.71537e+27
-0.172537 3.69936e+22 1.72068e+27
-0.172457 3.71083e+22 1.72601e+27
-0.172377 3.72232e+22 1.73136e+27
-0.172297 3.73386e+22 1.73673e+27
-0.172217 3.74542e+22 1.74211e+27
-0.172137 3.75703e+22 1.74751e+27
-0.172057 3.76867e+22 1.75292e+27
-0.171977 3.78035e+22 1.75835e+27
-0.171897 3.79206e+22 1.7638e+27
-0.171817 3.80381e+22 1.76927e+27
-0.171737 3.81559e+22 1.77475e+27
-0.171657 3.82741e+22 1.78025e+27
-0.171577 3.83927e+22 1.78577e+27
-0.171497 3.85117e+22 1.7913e+27
-0.171417 3.8631e+22 1.79685e+27
-0.171337 3.87507e+22 1.80242e+27
-0.171257 3.88707e+22 1.808e+27
-0.171177 3.89912e+22 1.8136e+27
-0.171097 3.9112e+22 1.81922e+27
-0.171017 3.92331e+22 1.82486e+27
-0.170937 3.93547e+22 1.83052e+27
-0.170857 3.94766e+22 1.83619e+27
-0.170777 3.95989e+22 1.84188e+27
-0.170697 3.97216e+22 1.84758e+27
-0.170617 3.98447e+22 1.85331e+27
-0.170537 3.99681e+22 1.85905e+27
-0.170457 4.0092e+22 1.86481e+27
-0.170377 4.02162e+22 1.87059e+27
-0.170297 4.03408e+22 1.87639e+27
-0.170217 4.04658e+22 1.8822e+27
-0.170137 4.05911e+22 1.88803e+27
-0.170057 4.07169e+22 1.89388e+27
-0.169977 4.0843e+22 1.89975e+27
-0.169897 4.09696e+22 1.90564e+27
-0.169817 4.10965e+22 1.91154e+27
-0.169737 4.12238e+22 1.91747e+27
-0.169657 4.13515e+22 1.92341e+27
-0.169577 4.14796e+22 1.92937e+27
-0.169497 4.16082e+22 1.93535e+27
-0.169417 4.17371e+22 1.94134e+27
-0.169337 4.18664e+22 1.94736e+27
-0.169257 4.19961e+22 1.95339e+27
-0.169177 4.21262e+22 1.95944e+27
-0.169097 4.22567e+22 1.96552e+27
-0.169017 4.23876e+22 1.97161e+27
-0.168937 4.25189e+22 1.97772e+27
-0.168857 4.26507e+22 1.98384e+27
-0.168777 4.27828e+22 1.98999e+27
-0.168697 4.29153e+22 1.99616e+27
-0.168617 4.30483e+22 2.00234e+27
-0.168537 4.31817e+22 2.00855e+27
-0.168457 4.33154e+22 2.01477e+27
-0.168377 4.34496e+22 2.02101e+27
-0.168297 4.35842e+22 2.02727e+27
-0.168217 4.37193e+22 2.03356e+27
-0.168137 4.38547e+22 2.03986e+27
-0.168057 4.39906e+22 2.04618e+27
-0.167977 4.41269e+22 2.05252e+27
-0.167897 4.42636e+22 2.05888e+27
-0.167817 4.44007e+22 2.06526e+27
-0.167737 4.45383e+22 2.07166e+27
-0.167657 4.46762e+22 2.07807e+27
-0.167577 4.48146e+22 2.08451e+27
-0.167497 4.49535e+22 2.09097e+27
-0.167417 4.50927e+22 2.09745e+27
-0.167337 4.52324e+22 2.10395e+27
-0.167257 4.53726e+22 2.11047e+27
-0.167177 4.55131e+22 2.11701e+27
-0.167097 4.56541e+22 2.12357e+27
-0.167017 4.57956e+22 2.13015e+27
-0.166937 4.59374e+22 2.13675e+27
-0.166857 4.60798e+22 2.14337e+27
-0.166777 4.62225e+22 2.15001e+27
-0.166697 4.63657e+22 2.15667e+27
-0.166617 4.65093e+22 2.16335e+27
-0.166537 4.66534e+22 2.17006e+27
-0.166457 4.6798e+22 2.17678e+27
-0.166377 4.69429e+22 2.18352e+27
-0.166297 4.70884e+22 2.19029e+27
-0.166217 4.72342e+22 2.19708e+27
-0.166137 4.73806e+22 2.20388e+27
-0.166057 4.75273e+22 2.21071e+27
-0.165977 4.76746e+22 2.21756e+27
-0.165897 4.78223e+22 2.22443e+27
-0.165817 4.79704e+22 2.23132e+27
-0.165737 4.8119e+22 2.23824e+27
-0.165657 4.82681e+22 2.24517e+27
-0.165577 4.84176e+22 2.25213e+27
-0.165497 4.85676e+22 2.25911e+27
-0.165417 4.87181e+22 2.26611e+27
-0.165337 4.8869e+22 2.27313e+27
-0.165257 4.90204e+22 2.28017e+27
-0.165177 4.91722e+22 2.28724e+27
-0.165097 4.93246e+22 2.29432e+27
-0.165017 4.94774e+22 2.30143e+27
-0.164936 4.96306e+22 2.30856e+27
-0.164856 4.97844e+22 2.31571e+27
-0.164776 4.99386e+22 2.32289e+27
-0.164696 5.00933e+22 2.33009e+27
-0.164616 5.02485e+22 2.33731e+27
-0.164536 5.04041e+22 2.34455e+27
-0.164456 5.05603e+22 2.35181e+27
-0.164376 5.07169e+22 2.3591e+27
-0.164296 5.0874e+22 2.36641e+27
-0.164216 5.10316e+22 2.37374e+27
-0.164136 5.11897e+22 2.38109e+27
-0.164056 5.13483e+22 2.38847e+27
-0.163976 5.15073e+22 2.39587e+27
-0.163896 5.16669e+22 2.40329e+27
-0.163816 5.1827e+22 2.41074e+27
-0.163736 5.19875e+22 2.41821e+27
-0.163656 5.21485e+22 2.4257e+27
-0.163576 5.23101e+22 2.43322e+27
-0.163496 5.24721e+22 2.44076e+27
-0.163416 5.26347e+22 2.44832e+27
-0.163336 5.27977e+22 2.4559e+27
-0.163256 5.29613e+22 2.46351e+27
-0.163176 5.31253e+22 2.47115e+27
-0.163096 5.32899e+22 2.4788e+27
-0.163016 5.3455e+22 2.48648e+27
-0.162936 5.36206e+22 2.49419e+27
-0.162856 5.37867e+22 2.50191e+27
-0.162776 5.39533e+22 2.50966e+27
-0.162696 5.41204e+22 2.51744e+27
-0.162616 5.4288e+22 2.52524e+27
-0.162536 5.44562e+22 2.53306e+27
-0.162456 5.46249e+22 2.54091e+27
-0.162376 5.47941e+22 2.54878e+27
-0.162296 5.49638e+22 2.55668e+27
-0.162216 5.51341e+22 2.5646e+27
-0.162136 5.53049e+22 2.57255e+27
-0.162056 5.54762e+22 2.58052e+27
-0.161976 5.5648e+22 2.58851e+27
-0.161896 5.58204e+22 2.59653e+27
-0.161816 5.59933e+22 2.60458e+27
-0.161736 5.61668e+22 2.61265e+27
-0.161656 5.63408e+22 2.62074e+27
-0.161576 5.65153e+22 2.62886e+27
-0.161496 5.66903e+22 2.637e+27
-0.161416 5.68659e+22 2.64517e+27
-0.161336 5.70421e+22 2.65337e+27
-0.161256 5.72188e+22 2.66159e+27
-0.161176 5.7396e+22 2.66984e+27
-0.161096 5.75738e+22 2.67811e+27
-0.161016 5.77521e+22 2.68641e+27
-0.160936 5.7931e+22 2.69473e+27
-0.160856 5.81105e+22 2.70308e+27
-0.160776 5.82905e+22 2.71145e+27
-0.160696 5.8471e+22 2.71985e+27
-0.160616 5.86521e+22 2.72828e+27
-0.160536 5.88338e+22 2.73673e+27
-0.160456 5.90161e+22 2.74521e+27
-0.160376 5.91989e+22 2.75371e+27
-0.160296 5.93822e+22 2.76225e+27
-0.160216 5.95662e+22 2.7708e+27
-0.160136 5.97507e+22 2.77939e+27
-0.160056 5.99357e+22 2.788e+27
-0.159976 6.01214e+22 2.79664e+27
-0.159896 6.03076e+22 2.8053e+27
-0.159816 6.04944e+22 2.81399e+27
-0.159736 6.06818e+22 2.82271e+27
-0.159656 6.08697e+22 2.83145e+27
-0.159576 6.10583e+22 2.84023e+27
-0.159496 6.12474e+22 2.84902e+27
-0.159416 6.14371e+22 2.85785e+27
-0.159336 6.16274e+22 2.8667e+27
-0.159256 6.18183e+22 2.87559e+27
-0.159176 6.20098e+22 2.88449e+27
-0.159096 6.22018e+22 2.89343e+27
-0.159016 6.23945e+22 2.90239e+27
-0.158936 6.25878e+22 2.91139e+27
-0.158856 6.27816e+22 2.92041e+27
-0.158776 6.29761e+22 2.92945e+27
-0.158696 6.31711e+22 2.93853e+27
-0.158616 6.33668e+22 2.94763e+27
-0.158536 6.35631e+22 2.95676e+27
-0.158456 6.37599e+22 2.96592e+27
-0.158376 6.39574e+22 2.97511e+27
-0.158296 6.41555e+22 2.98433e+27
-0.158216 6.43542e+22 2.99357e+27
-0.158136 6.45535e+22 3.00285e+27
-0.158056 6.47535e+22 3.01215e+27
-0.157976 6.4954e+22 3.02148e+27
-0.157896 6.51552e+22 3.03084e+27
-0.157816 6.5357e+22 3.04023e+27
-0.157736 6.55595e+22 3.04965e+27
-0.157656 6.57625e+22 3.0591e+27
-0.157576 6.59662e+22 3.06857e+27
-0.157496 6.61705e+22 3.07808e+27
-0.157416 6.63754e+22 3.08762e+27
-0.157336 6.6581e+22 3.09718e+27
-0.157256 6.67872e+22 3.10678e+27
-0.157176 6.69941e+22 3.1164e+27
-0.157096 6.72016e+22 3.12606e+27
-0.157016 6.74097e+22 3.13574e+27
-0.156936 6.76185e+22 3.14545e+27
-0.156856 6.78279e+22 3.1552e+27
-0.156776 6.8038e+22 3.16497e+27
-0.156696 6.82487e+22 3.17478e+27
-0.156616 6.84601e+22 3.18461e+27
-0.156536 6.86721e+22 3.19448e+27
-0.156456 6.88848e+22 3.20437e+27
-0.156376 6.90982e+22 3.2143e+27
-0.156296 6.93122e+22 3.22426e+27
-0.156216 6.95268e+22 3.23425e+27
-0.156136 6.97422e+22 3.24426e+27
-0.156056 6.99582e+22 3.25431e+27
-0.155976 7.01748e+22 3.2644e+27
-0.155896 7.03922e+22 3.27451e+27
-0.155816 7.06102e+22 3.28465e+27
-0.155736 7.08289e+22 3.29483e+27
-0.155656 7.10482e+22 3.30503e+27
-0.155576 7.12683e+22 3.31527e+27
-0.155496 7.1489e+22 3.32554e+27
-0.155416 7.17104e+22 3.33584e+27
-0.155336 7.19325e+22 3.34618e+27
-0.155256 7.21553e+22 3.35654e+27
-0.155176 7.23787e+22 3.36694e+27
-0.155096 7.26029e+22 3.37737e+27
-0.155016 7.28277e+22 3.38783e+27
-0.154935 7.30533e+22 3.39833e+27
-0.154855 7.32795e+22 3.40885e+27
-0.154775 7.35065e+22 3.41941e+27
-0.154695 7.37341e+22 3.43001e+27
-0.154615 7.39625e+22 3.44063e+27
-0.154535 7.41915e+22 3.45129e+27
-0.154455 7.44213e+22 3.46198e+27
-0.154375 7.46518e+22 3.47271e+27
-0.154295 7.4883e+22 3.48346e+27
-0.154215 7.51149e+22 3.49425e+27
-0.154135 7.53475e+22 3.50508e+27
-0.154055 7.55808e+22 3.51593e+27
-0.153975 7.58149e+22 3.52683e+27
-0.153895 7.60497e+22 3.53775e+27
-0.153815 7.62852e+22 3.54871e+27
-0.153735 7.65214e+22 3.5597e+27
-0.153655 7.67584e+22 3.57073e+27
-0.153575 7.69961e+22 3.58179e+27
-0.153495 7.72346e+22 3.59288e+27
-0.153415 7.74738e+22 3.60401e+27
-0.153335 7.77137e+22 3.61518e+27
-0.153255 7.79543e+22 3.62638e+27
-0.153175 7.81958e+22 3.63761e+27
-0.153095 7.84379e+22 3.64888e+27
-0.153015 7.86808e+22 3.66018e+27
-0.152935 7.89245e+22 3.67152e+27
-0.152855 7.91689e+22 3.68289e+27
-0.152775 7.9414e+22 3.6943e+27
-0.152695 7.966e+22 3.70574e+27
-0.152615 7.99067e+22 3.71722e+27
-0.152535 8.01541e+22 3.72874e+27
-0.152455 8.04023e+22 3.74028e+27
-0.152375 8.06513e+22 3.75187e+27
-0.152295 8.09011e+22 3.76349e+27
-0.152215 8.11516e+22 3.77515e+27
-0.152135 8.14029e+22 3.78684e+27
-0.152055 8.1655e+22 3.79857e+27
-0.151975 8.19078e+22 3.81034e+27
-0.151895 8.21615e+22 3.82214e+27
-0.151815 8.24159e+22 3.83398e+27
-0.151735 8.26711e+22 3.84586e+27
-0.151655 8.29271e+22 3.85777e+27
-0.151575 8.31839e+22 3.86972e+27
-0.151495 8.34415e+22 3.8817e+27
-0.151415 8.36999e+22 3.89373e+27
-0.151335 8.3959e+22 3.90579e+27
-0.151255 8.4219e+22 3.91789e+27
-0.151175 8.44798e+22 3.93002e+27
-0.151095 8.47414e+22 3.94219e+27
-0.151015 8.50038e+22 3.95441e+27
-0.150935 8.5267e+22 3.96665e+27
-0.150855 8.55311e+22 3.97894e+27
-0.150775 8.57959e+22 3.99126e+27
-0.150695 8.60616e+22 4.00363e+27
-0.150615 8.63281e+22 4.01603e+27
-0.150535 8.65954e+22 4.02847e+27
-0.150455 8.68635e+22 4.04094e+27
-0.150375 8.71325e+22 4.05346e+27
-0.150295 8.74023e+22 4.06602e+27
-0.150215 8.76729e+22 4.07861e+27
-0.150135 8.79444e+22 4.09124e+27
-0.150055 8.82167e+22 4.10392e+27
-0.149975 8.84899e+22 4.11663e+27
-0.149895 8.87639e+22 4.12938e+27
-0.149815 8.90387e+22 4.14217e+27
-0.149735 8.93144e+22 4.155e+27
-0.149655 8.9591e+22 4.16787e+27
-0.149575 8.98684e+22 4.18077e+27
-0.149495 9.01467e+22 4.19372e+27
-0.149415 9.04258e+22 4.20671e+27
-0.149335 9.07058e+22 4.21974e+27
-0.149255 9.09866e+22 4.23281e+27
-0.149175 9.12684e+22 4.24592e+27
-0.149095 9.1551e+22 4.25907e+27
-0.149015 9.18344e+22 4.27226e+27
-0.148935 9.21188e+22 4.2855e+27
-0.148855 9.2404e+22 4.29877e+27
-0.148775 9.26901e+22 4.31208e+27
-0.148695 9.29771e+22 4.32544e+27
-0.148615 9.3265e+22 4.33884e+27
-0.148535 9.35537e+22 4.35227e+27
-0.148455 9.38434e+22 4.36575e+27
-0.148375 9.4134e+22 4.37928e+27
-0.148295 9.44254e+22 4.39284e+27
-0.148215 9.47178e+22 4.40644e+27
-0.148135 9.50111e+22 4.42009e+27
-0.148055 9.53052e+22 4.43378e+27
-0.147975 9.56003e+22 4.44751e+27
-0.147895 9.58963e+22 4.46129e+27
-0.147815 9.61932e+22 4.47511e+27
-0.147735 9.6491e+22 4.48897e+27
-0.147655 9.67898e+22 4.50287e+27
-0.147575 9.70895e+22 4.51681e+27
-0.147495 9.73901e+22 4.5308e+27
-0.147415 9.76916e+22 4.54484e+27
-0.147335 9.7994e+22 4.55891e+27
-0.147255 9.82974e+22 4.57303e+27
-0.147175 9.86018e+22 4.58719e+27
-0.147095 9.8907e+22 4.6014e+27
-0.147015 9.92133e+22 4.61565e+27
-0.146935 9.95204e+22 4.62995e+27
-0.146855 9.98285e+22 4.64429e+27
-0.146775 1.00138e+23 4.65867e+27
-0.146695 1.00448e+23 4.6731e+27
-0.146615 1.00759e+23 4.68757e+27
-0.146535 1.01071e+23 4.70209e+27
-0.146455 1.01383e+23 4.71665e+27
-0.146375 1.01697e+23 4.73126e+27
-0.146295 1.02012e+23 4.74591e+27
-0.146215 1.02328e+23 4.76061e+27
-0.146135 1.02645e+23 4.77535e+27
-0.146055 1.02963e+23 4.79014e+27
-0.145975 1.03281e+23 4.80497e+27
-0.145895 1.03601e+23 4.81986e+27
-0.145815 1.03922e+23 4.83478e+27
-0.145735 1.04244e+23 4.84975e+27
-0.145655 1.04566e+23 4.86477e+27
-0.145575 1.0489e+23 4.87984e+27
-0.145495 1.05215e+23 4.89495e+27
