10000
-0.4 0.4
0.0259626 4.69241e+25 2.48126e+30
0.0260426 4.70199e+25 2.48687e+30
0.0261226 4.71159e+25 2.49248e+30
0.0262026 4.7212e+25 2.49811e+30
0.0262826 4.73083e+25 2.50375e+30
0.0263626 4.74047e+25 2.5094e+30
0.0264426 4.75012e+25 2.51506e+30
0.0265227 4.75978e+25 2.52072e+30
0.0266027 4.76946e+25 2.5264e+30
0.0266827 4.77915e+25 2.53209e+30
0.0267627 4.78886e+25 2.53779e+30
0.0268427 4.79857e+25 2.54349e+30
0.0269227 4.80831e+25 2.54921e+30
0.0270027 4.81805e+25 2.55494e+30
0.0270827 4.82781e+25 2.56067e+30
0.0271627 4.83758e+25 2.56642e+30
0.0272427 4.84736e+25 2.57217e+30
0.0273227 4.85716e+25 2.57794e+30
0.0274027 4.86697e+25 2.58372e+30
0.0274827 4.8768e+25 2.5895e+30
0.0275628 4.88664e+25 2.5953e+30
0.0276428 4.89649e+25 2.6011e+30
0.0277228 4.90635e+25 2.60692e+30
0.0278028 4.91623e+25 2.61274e+30
0.0278828 4.92612e+25 2.61858e+30
0.0279628 4.93603e+25 2.62443e+30
0.0280428 4.94594e+25 2.63028e+30
0.0281228 4.95588e+25 2.63615e+30
0.0282028 4.96582e+25 2.64202e+30
0.0282828 4.97578e+25 2.64791e+30
0.0283628 4.98575e+25 2.6538e+30
0.0284428 4.99574e+25 2.65971e+30
0.0285229 5.00573e+25 2.66562e+30
0.0286029 5.01575e+25 2.67155e+30
0.0286829 5.02577e+25 2.67748e+30
0.0287629 5.03581e+25 2.68343e+30
0.0288429 5.04586e+25 2.68938e+30
0.0289229 5.05593e+25 2.69535e+30
0.0290029 5.06601e+25 2.70132e+30
0.0290829 5.0761e+25 2.70731e+30
0.0291629 5.0862e+25 2.7133e+30
0.0292429 5.09632e+25 2.71931e+30
0.0293229 5.10646e+25 2.72533e+30
0.0294029 5.1166e+25 2.73135e+30
0.0294829 5.12676e+25 2.73739e+30
0.029563 5.13693e+25 2.74343e+30
0.029643 5.14712e+25 2.74949e+30
0.029723 5.15732e+25 2.75556e+30
0.029803 5.16753e+25 2.76163e+30
0.029883 5.17776e+25 2.76772e+30
0.029963 5.188e+25 2.77382e+30
0.030043 5.19825e+25 2.77992e+30
0.030123 5.20852e+25 2.78604e+30
0.030203 5.2188e+25 2.79217e+30
0.030283 5.22909e+25 2.7983e+30
0.030363 5.2394e+25 2.80445e+30
0.030443 5.24972e+25 2.81061e+30
0.0305231 5.26005e+25 2.81678e+30
0.0306031 5.2704e+25 2.82295e+30
0.0306831 5.28076e+25 2.82914e+30
0.0307631 5.29113e+25 2.83534e+30
0.0308431 5.30152e+25 2.84155e+30
0.0309231 5.31192e+25 2.84777e+30
0.0310031 5.32233e+25 2.854e+30
0.0310831 5.33276e+25 2.86024e+30
0.0311631 5.3432e+25 2.86649e+30
0.0312431 5.35365e+25 2.87275e+30
0.0313231 5.36412e+25 2.87902e+30
0.0314031 5.3746e+25 2.8853e+30
0.0314831 5.3851e+25 2.89159e+30
0.0315632 5.39561e+25 2.89789e+30
0.0316432 5.40613e+25 2.9042e+30
0.0317232 5.41666e+25 2.91052e+30
0.0318032 5.42721e+25 2.91686e+30
0.0318832 5.43777e+25 2.9232e+30
0.0319632 5.44835e+25 2.92955e+30
0.0320432 5.45894e+25 2.93591e+30
0.0321232 5.46954e+25 2.94229e+30
0.0322032 5.48015e+25 2.94867e+30
0.0322832 5.49078e+25 2.95507e+30
0.0323632 5.50143e+25 2.96147e+30
0.0324432 5.51208e+25 2.96789e+30
0.0325233 5.52275e+25 2.97431e+30
0.0326033 5.53343e+25 2.98075e+30
0.0326833 5.54413e+25 2.98719e+30
0.0327633 5.55484e+25 2.99365e+30
0.0328433 5.56556e+25 3.00012e+30
0.0329233 5.5763e+25 3.00659e+30
0.0330033 5.58705e+25 3.01308e+30
0.0330833 5.59781e+25 3.01958e+30
0.0331633 5.60859e+25 3.02609e+30
0.0332433 5.61938e+25 3.03261e+30
0.0333233 5.63018e+25 3.03914e+30
0.0334033 5.641e+25 3.04568e+30
0.0334833 5.65183e+25 3.05223e+30
0.0335634 5.66268e+25 3.05879e+30
0.0336434 5.67353e+25 3.06536e+30
0.0337234 5.68441e+25 3.07195e+30
0.0338034 5.69529e+25 3.07854e+30
0.0338834 5.70619e+25 3.08514e+30
0.0339634 5.7171e+25 3.09176e+30
0.0340434 5.72802e+25 3.09838e+30
0.0341234 5.73896e+25 3.10501e+30
0.0342034 5.74991e+25 3.11166e+30
0.0342834 5.76088e+25 3.11832e+30
0.0343634 5.77186e+25 3.12498e+30
0.0344434 5.78285e+25 3.13166e+30
0.0345235 5.79386e+25 3.13835e+30
0.0346035 5.80488e+25 3.14505e+30
0.0346835 5.81591e+25 3.15176e+30
0.0347635 5.82695e+25 3.15847e+30
0.0348435 5.83801e+25 3.16521e+30
0.0349235 5.84909e+25 3.17195e+30
0.0350035 5.86017e+25 3.1787e+30
0.0350835 5.87127e+25 3.18546e+30
0.0351635 5.88239e+25 3.19223e+30
0.0352435 5.89351e+25 3.19902e+30
0.0353235 5.90465e+25 3.20581e+30
0.0354035 5.91581e+25 3.21261e+30
0.0354835 5.92697e+25 3.21943e+30
0.0355636 5.93815e+25 3.22626e+30
0.0356436 5.94935e+25 3.23309e+30
0.0357236 5.96056e+25 3.23994e+30
0.0358036 5.97178e+25 3.2468e+30
0.0358836 5.98301e+25 3.25367e+30
0.0359636 5.99426e+25 3.26055e+30
0.0360436 6.00552e+25 3.26744e+30
0.0361236 6.0168e+25 3.27434e+30
0.0362036 6.02808e+25 3.28125e+30
0.0362836 6.03939e+25 3.28817e+30
0.0363636 6.0507e+25 3.2951e+30
0.0364436 6.06203e+25 3.30205e+30
0.0365237 6.07337e+25 3.309e+30
0.0366037 6.08473e+25 3.31597e+30
0.0366837 6.0961e+25 3.32294e+30
0.0367637 6.10748e+25 3.32993e+30
0.0368437 6.11888e+25 3.33693e+30
0.0369237 6.13028e+25 3.34394e+30
0.0370037 6.14171e+25 3.35096e+30
0.0370837 6.15314e+25 3.35799e+30
0.0371637 6.16459e+25 3.36503e+30
0.0372437 6.17606e+25 3.37208e+30
0.0373237 6.18753e+25 3.37914e+30
0.0374037 6.19902e+25 3.38622e+30
0.0374837 6.21053e+25 3.3933e+30
0.0375638 6.22204e+25 3.4004e+30
0.0376438 6.23358e+25 3.4075e+30
0.0377238 6.24512e+25 3.41462e+30
0.0378038 6.25668e+25 3.42175e+30
0.0378838 6.26825e+25 3.42889e+30
0.0379638 6.27983e+25 3.43603e+30
0.0380438 6.29143e+25 3.4432e+30
0.0381238 6.30304e+25 3.45037e+30
0.0382038 6.31467e+25 3.45755e+30
0.0382838 6.3263e+25 3.46474e+30
0.0383638 6.33796e+25 3.47195e+30
0.0384438 6.34962e+25 3.47916e+30
0.0385239 6.3613e+25 3.48639e+30
0.0386039 6.37299e+25 3.49362e+30
0.0386839 6.3847e+25 3.50087e+30
0.0387639 6.39642e+25 3.50813e+30
0.0388439 6.40815e+25 3.5154e+30
0.0389239 6.41989e+25 3.52268e+30
0.0390039 6.43165e+25 3.52997e+30
0.0390839 6.44343e+25 3.53728e+30
0.0391639 6.45521e+25 3.54459e+30
0.0392439 6.46701e+25 3.55191e+30
0.0393239 6.47882e+25 3.55925e+30
0.0394039 6.49065e+25 3.5666e+30
0.0394839 6.50249e+25 3.57395e+30
0.039564 6.51434e+25 3.58132e+30
0.039644 6.52621e+25 3.5887e+30
0.039724 6.53809e+25 3.59609e+30
0.039804 6.54998e+25 3.60349e+30
0.039884 6.56189e+25 3.61091e+30
0.039964 6.57381e+25 3.61833e+30
0.040044 6.58575e+25 3.62577e+30
0.040124 6.59769e+25 3.63321e+30
0.040204 6.60965e+25 3.64067e+30
0.040284 6.62163e+25 3.64814e+30
0.040364 6.63361e+25 3.65562e+30
0.040444 6.64562e+25 3.66311e+30
0.0405241 6.65763e+25 3.67061e+30
0.0406041 6.66966e+25 3.67812e+30
0.0406841 6.6817e+25 3.68565e+30
0.0407641 6.69375e+25 3.69318e+30
0.0408441 6.70582e+25 3.70073e+30
0.0409241 6.7179e+25 3.70828e+30
0.0410041 6.73e+25 3.71585e+30
0.0410841 6.74211e+25 3.72343e+30
0.0411641 6.75423e+25 3.73102e+30
0.0412441 6.76636e+25 3.73862e+30
0.0413241 6.77851e+25 3.74624e+30
0.0414041 6.79067e+25 3.75386e+30
0.0414841 6.80285e+25 3.76149e+30
0.0415642 6.81504e+25 3.76914e+30
0.0416442 6.82724e+25 3.7768e+30
0.0417242 6.83946e+25 3.78447e+30
0.0418042 6.85169e+25 3.79215e+30
0.0418842 6.86393e+25 3.79984e+30
0.0419642 6.87618e+25 3.80754e+30
0.0420442 6.88845e+25 3.81525e+30
0.0421242 6.90074e+25 3.82298e+30
0.0422042 6.91303e+25 3.83071e+30
0.0422842 6.92534e+25 3.83846e+30
0.0423642 6.93767e+25 3.84622e+30
0.0424442 6.95e+25 3.85399e+30
0.0425243 6.96235e+25 3.86177e+30
0.0426043 6.97471e+25 3.86956e+30
0.0426843 6.98709e+25 3.87737e+30
0.0427643 6.99948e+25 3.88518e+30
0.0428443 7.01188e+25 3.89301e+30
0.0429243 7.0243e+25 3.90085e+30
0.0430043 7.03673e+25 3.90869e+30
0.0430843 7.04917e+25 3.91655e+30
0.0431643 7.06163e+25 3.92443e+30
0.0432443 7.0741e+25 3.93231e+30
0.0433243 7.08658e+25 3.9402e+30
0.0434043 7.09908e+25 3.94811e+30
0.0434843 7.11159e+25 3.95602e+30
0.0435644 7.12412e+25 3.96395e+30
0.0436444 7.13665e+25 3.97189e+30
0.0437244 7.1492e+25 3.97984e+30
0.0438044 7.16177e+25 3.9878e+30
0.0438844 7.17434e+25 3.99578e+30
0.0439644 7.18693e+25 4.00376e+30
0.0440444 7.19954e+25 4.01176e+30
0.0441244 7.21216e+25 4.01976e+30
0.0442044 7.22479e+25 4.02778e+30
0.0442844 7.23743e+25 4.03581e+30
0.0443644 7.25009e+25 4.04386e+30
0.0444444 7.26276e+25 4.05191e+30
0.0445245 7.27544e+25 4.05997e+30
0.0446045 7.28814e+25 4.06805e+30
0.0446845 7.30085e+25 4.07614e+30
0.0447645 7.31357e+25 4.08423e+30
0.0448445 7.32631e+25 4.09234e+30
0.0449245 7.33906e+25 4.10047e+30
0.0450045 7.35183e+25 4.1086e+30
0.0450845 7.3646e+25 4.11674e+30
0.0451645 7.3774e+25 4.1249e+30
0.0452445 7.3902e+25 4.13307e+30
0.0453245 7.40302e+25 4.14125e+30
0.0454045 7.41585e+25 4.14944e+30
0.0454845 7.42869e+25 4.15764e+30
0.0455646 7.44155e+25 4.16585e+30
0.0456446 7.45442e+25 4.17408e+30
0.0457246 7.4673e+25 4.18231e+30
0.0458046 7.4802e+25 4.19056e+30
0.0458846 7.49311e+25 4.19882e+30
0.0459646 7.50604e+25 4.20709e+30
0.0460446 7.51897e+25 4.21537e+30
0.0461246 7.53193e+25 4.22367e+30
0.0462046 7.54489e+25 4.23197e+30
0.0462846 7.55787e+25 4.24029e+30
0.0463646 7.57086e+25 4.24862e+30
0.0464446 7.58386e+25 4.25696e+30
0.0465247 7.59688e+25 4.26531e+30
0.0466047 7.60991e+25 4.27367e+30
0.0466847 7.62295e+25 4.28205e+30
0.0467647 7.63601e+25 4.29043e+30
0.0468447 7.64908e+25 4.29883e+30
0.0469247 7.66217e+25 4.30724e+30
0.0470047 7.67526e+25 4.31566e+30
0.0470847 7.68837e+25 4.32409e+30
0.0471647 7.7015e+25 4.33254e+30
0.0472447 7.71463e+25 4.34099e+30
0.0473247 7.72778e+25 4.34946e+30
0.0474047 7.74095e+25 4.35794e+30
0.0474847 7.75412e+25 4.36643e+30
0.0475648 7.76731e+25 4.37493e+30
0.0476448 7.78052e+25 4.38345e+30
0.0477248 7.79373e+25 4.39197e+30
0.0478048 7.80696e+25 4.40051e+30
0.0478848 7.82021e+25 4.40906e+30
0.0479648 7.83346e+25 4.41762e+30
0.0480448 7.84673e+25 4.42619e+30
0.0481248 7.86002e+25 4.43477e+30
0.0482048 7.87331e+25 4.44337e+30
0.0482848 7.88662e+25 4.45198e+30
0.0483648 7.89995e+25 4.4606e+30
0.0484448 7.91328e+25 4.46923e+30
0.0485249 7.92663e+25 4.47787e+30
0.0486049 7.93999e+25 4.48652e+30
0.0486849 7.95337e+25 4.49519e+30
0.0487649 7.96676e+25 4.50387e+30
0.0488449 7.98016e+25 4.51255e+30
0.0489249 7.99358e+25 4.52125e+30
0.0490049 8.007e+25 4.52997e+30
0.0490849 8.02045e+25 4.53869e+30
0.0491649 8.0339e+25 4.54743e+30
0.0492449 8.04737e+25 4.55618e+30
0.0493249 8.06085e+25 4.56493e+30
0.0494049 8.07435e+25 4.57371e+30
0.0494849 8.08786e+25 4.58249e+30
0.049565 8.10138e+25 4.59128e+30
0.049645 8.11491e+25 4.60009e+30
0.049725 8.12846e+25 4.60891e+30
0.049805 8.14202e+25 4.61774e+30
0.049885 8.15559e+25 4.62658e+30
0.049965 8.16918e+25 4.63543e+30
0.050045 8.18278e+25 4.6443e+30
0.050125 8.1964e+25 4.65318e+30
0.050205 8.21002e+25 4.66207e+30
0.050285 8.22366e+25 4.67097e+30
0.050365 8.23732e+25 4.67988e+30
0.050445 8.25098e+25 4.6888e+30
0.0505251 8.26466e+25 4.69774e+30
0.0506051 8.27836e+25 4.70669e+30
0.0506851 8.29206e+25 4.71565e+30
0.0507651 8.30578e+25 4.72462e+30
0.0508451 8.31951e+25 4.7336e+30
0.0509251 8.33326e+25 4.7426e+30
0.0510051 8.34702e+25 4.75161e+30
0.0510851 8.36079e+25 4.76063e+30
0.0511651 8.37458e+25 4.76966e+30
0.0512451 8.38838e+25 4.7787e+30
0.0513251 8.40219e+25 4.78775e+30
0.0514051 8.41601e+25 4.79682e+30
0.0514851 8.42985e+25 4.8059e+30
0.0515652 8.4437e+25 4.81499e+30
0.0516452 8.45756e+25 4.82409e+30
0.0517252 8.47144e+25 4.83321e+30
0.0518052 8.48533e+25 4.84233e+30
0.0518852 8.49924e+25 4.85147e+30
0.0519652 8.51315e+25 4.86062e+30
0.0520452 8.52708e+25 4.86978e+30
0.0521252 8.54103e+25 4.87896e+30
0.0522052 8.55498e+25 4.88814e+30
0.0522852 8.56895e+25 4.89734e+30
0.0523652 8.58293e+25 4.90655e+30
0.0524452 8.59693e+25 4.91577e+30
0.0525253 8.61094e+25 4.925e+30
0.0526053 8.62496e+25 4.93425e+30
0.0526853 8.639e+25 4.94351e+30
0.0527653 8.65304e+25 4.95278e+30
0.0528453 8.66711e+25 4.96206e+30
0.0529253 8.68118e+25 4.97135e+30
0.0530053 8.69527e+25 4.98066e+30
0.0530853 8.70937e+25 4.98997e+30
0.0531653 8.72348e+25 4.9993e+30
0.0532453 8.73761e+25 5.00865e+30
0.0533253 8.75175e+25 5.018e+30
0.0534053 8.7659e+25 5.02736e+30
0.0534853 8.78007e+25 5.03674e+30
0.0535654 8.79425e+25 5.04613e+30
0.0536454 8.80844e+25 5.05553e+30
0.0537254 8.82264e+25 5.06495e+30
0.0538054 8.83686e+25 5.07437e+30
0.0538854 8.85109e+25 5.08381e+30
0.0539654 8.86534e+25 5.09326e+30
0.0540454 8.8796e+25 5.10272e+30
0.0541254 8.89387e+25 5.11219e+30
0.0542054 8.90815e+25 5.12168e+30
0.0542854 8.92245e+25 5.13118e+30
0.0543654 8.93676e+25 5.14069e+30
0.0544454 8.95108e+25 5.15021e+30
0.0545255 8.96542e+25 5.15974e+30
0.0546055 8.97977e+25 5.16929e+30
0.0546855 8.99413e+25 5.17885e+30
0.0547655 9.0085e+25 5.18842e+30
0.0548455 9.02289e+25 5.198e+30
0.0549255 9.03729e+25 5.20759e+30
0.0550055 9.05171e+25 5.2172e+30
0.0550855 9.06613e+25 5.22682e+30
0.0551655 9.08057e+25 5.23645e+30
0.0552455 9.09503e+25 5.24609e+30
0.0553255 9.10949e+25 5.25575e+30
0.0554055 9.12397e+25 5.26541e+30
0.0554855 9.13847e+25 5.27509e+30
0.0555656 9.15297e+25 5.28478e+30
0.0556456 9.16749e+25 5.29449e+30
0.0557256 9.18202e+25 5.3042e+30
0.0558056 9.19657e+25 5.31393e+30
0.0558856 9.21112e+25 5.32367e+30
0.0559656 9.22569e+25 5.33342e+30
0.0560456 9.24028e+25 5.34319e+30
0.0561256 9.25487e+25 5.35296e+30
0.0562056 9.26948e+25 5.36275e+30
0.0562856 9.28411e+25 5.37255e+30
0.0563656 9.29874e+25 5.38237e+30
0.0564456 9.31339e+25 5.39219e+30
0.0565257 9.32805e+25 5.40203e+30
0.0566057 9.34273e+25 5.41188e+30
0.0566857 9.35741e+25 5.42174e+30
0.0567657 9.37211e+25 5.43161e+30
0.0568457 9.38683e+25 5.4415e+30
0.0569257 9.40155e+25 5.4514e+30
0.0570057 9.41629e+25 5.46131e+30
0.0570857 9.43104e+25 5.47123e+30
0.0571657 9.44581e+25 5.48117e+30
0.0572457 9.46059e+25 5.49111e+30
0.0573257 9.47538e+25 5.50107e+30
0.0574057 9.49018e+25 5.51104e+30
0.0574857 9.505e+25 5.52103e+30
0.0575658 9.51983e+25 5.53102e+30
0.0576458 9.53467e+25 5.54103e+30
0.0577258 9.54953e+25 5.55105e+30
0.0578058 9.5644e+25 5.56109e+30
0.0578858 9.57928e+25 5.57113e+30
0.0579658 9.59417e+25 5.58119e+30
0.0580458 9.60908e+25 5.59126e+30
0.0581258 9.624e+25 5.60134e+30
0.0582058 9.63893e+25 5.61143e+30
0.0582858 9.65388e+25 5.62154e+30
0.0583658 9.66884e+25 5.63166e+30
0.0584458 9.68381e+25 5.64179e+30
0.0585259 9.6988e+25 5.65193e+30
0.0586059 9.71379e+25 5.66209e+30
0.0586859 9.72881e+25 5.67226e+30
0.0587659 9.74383e+25 5.68244e+30
0.0588459 9.75887e+25 5.69263e+30
0.0589259 9.77392e+25 5.70284e+30
0.0590059 9.78898e+25 5.71305e+30
0.0590859 9.80405e+25 5.72328e+30
0.0591659 9.81914e+25 5.73353e+30
0.0592459 9.83424e+25 5.74378e+30
0.0593259 9.84936e+25 5.75405e+30
0.0594059 9.86448e+25 5.76433e+30
0.0594859 9.87962e+25 5.77462e+30
0.059566 9.89477e+25 5.78492e+30
0.059646 9.90994e+25 5.79524e+30
0.059726 9.92512e+25 5.80556e+30
0.059806 9.94031e+25 5.81591e+30
0.059886 9.95551e+25 5.82626e+30
0.059966 9.97073e+25 5.83662e+30
0.060046 9.98596e+25 5.847e+30
0.060126 1.00012e+26 5.85739e+30
0.060206 1.00165e+26 5.86779e+30
0.060286 1.00317e+26 5.87821e+30
0.060366 1.0047e+26 5.88864e+30
0.060446 1.00623e+26 5.89908e+30
0.0605261 1.00776e+26 5.90953e+30
0.0606061 1.00929e+26 5.91999e+30
0.0606861 1.01083e+26 5.93047e+30
0.0607661 1.01236e+26 5.94096e+30
0.0608461 1.0139e+26 5.95146e+30
0.0609261 1.01543e+26 5.96198e+30
0.0610061 1.01697e+26 5.9725e+30
0.0610861 1.01851e+26 5.98304e+30
0.0611661 1.02005e+26 5.99359e+30
0.0612461 1.02159e+26 6.00416e+30
0.0613261 1.02314e+26 6.01473e+30
0.0614061 1.02468e+26 6.02532e+30
0.0614861 1.02623e+26 6.03593e+30
0.0615662 1.02778e+26 6.04654e+30
0.0616462 1.02932e+26 6.05717e+30
0.0617262 1.03087e+26 6.0678e+30
0.0618062 1.03243e+26 6.07846e+30
0.0618862 1.03398e+26 6.08912e+30
0.0619662 1.03553e+26 6.09979e+30
0.0620462 1.03709e+26 6.11048e+30
0.0621262 1.03864e+26 6.12118e+30
0.0622062 1.0402e+26 6.1319e+30
0.0622862 1.04176e+26 6.14262e+30
0.0623662 1.04332e+26 6.15336e+30
0.0624462 1.04488e+26 6.16411e+30
0.0625263 1.04644e+26 6.17488e+30
0.0626063 1.04801e+26 6.18565e+30
0.0626863 1.04957e+26 6.19644e+30
0.0627663 1.05114e+26 6.20724e+30
0.0628463 1.05271e+26 6.21806e+30
0.0629263 1.05427e+26 6.22888e+30
0.0630063 1.05585e+26 6.23972e+30
0.0630863 1.05742e+26 6.25057e+30
0.0631663 1.05899e+26 6.26144e+30
0.0632463 1.06056e+26 6.27231e+30
0.0633263 1.06214e+26 6.2832e+30
0.0634063 1.06372e+26 6.2941e+30
0.0634863 1.06529e+26 6.30502e+30
0.0635664 1.06687e+26 6.31594e+30
0.0636464 1.06845e+26 6.32688e+30
0.0637264 1.07003e+26 6.33783e+30
0.0638064 1.07162e+26 6.3488e+30
0.0638864 1.0732e+26 6.35978e+30
0.0639664 1.07479e+26 6.37076e+30
0.0640464 1.07637e+26 6.38177e+30
0.0641264 1.07796e+26 6.39278e+30
0.0642064 1.07955e+26 6.40381e+30
0.0642864 1.08114e+26 6.41485e+30
0.0643664 1.08273e+26 6.4259e+30
0.0644464 1.08433e+26 6.43696e+30
0.0645265 1.08592e+26 6.44804e+30
0.0646065 1.08752e+26 6.45913e+30
0.0646865 1.08911e+26 6.47023e+30
0.0647665 1.09071e+26 6.48135e+30
0.0648465 1.09231e+26 6.49248e+30
0.0649265 1.09391e+26 6.50362e+30
0.0650065 1.09551e+26 6.51477e+30
0.0650865 1.09712e+26 6.52594e+30
0.0651665 1.09872e+26 6.53712e+30
0.0652465 1.10033e+26 6.54831e+30
0.0653265 1.10193e+26 6.55951e+30
0.0654065 1.10354e+26 6.57073e+30
0.0654865 1.10515e+26 6.58196e+30
0.0655666 1.10676e+26 6.5932e+30
0.0656466 1.10837e+26 6.60445e+30
0.0657266 1.10999e+26 6.61572e+30
0.0658066 1.1116e+26 6.627e+30
0.0658866 1.11322e+26 6.63829e+30
0.0659666 1.11484e+26 6.64959e+30
0.0660466 1.11645e+26 6.66091e+30
0.0661266 1.11807e+26 6.67224e+30
0.0662066 1.11969e+26 6.68358e+30
0.0662866 1.12132e+26 6.69494e+30
0.0663666 1.12294e+26 6.70631e+30
0.0664466 1.12456e+26 6.71769e+30
0.0665267 1.12619e+26 6.72908e+30
0.0666067 1.12782e+26 6.74049e+30
0.0666867 1.12945e+26 6.75191e+30
0.0667667 1.13108e+26 6.76334e+30
0.0668467 1.13271e+26 6.77478e+30
0.0669267 1.13434e+26 6.78624e+30
0.0670067 1.13597e+26 6.79771e+30
0.0670867 1.13761e+26 6.80919e+30
0.0671667 1.13924e+26 6.82069e+30
0.0672467 1.14088e+26 6.8322e+30
0.0673267 1.14252e+26 6.84372e+30
0.0674067 1.14416e+26 6.85525e+30
0.0674867 1.1458e+26 6.8668e+30
0.0675668 1.14744e+26 6.87835e+30
0.0676468 1.14908e+26 6.88993e+30
0.0677268 1.15073e+26 6.90151e+30
0.0678068 1.15238e+26 6.91311e+30
0.0678868 1.15402e+26 6.92472e+30
0.0679668 1.15567e+26 6.93634e+30
0.0680468 1.15732e+26 6.94797e+30
0.0681268 1.15897e+26 6.95962e+30
0.0682068 1.16062e+26 6.97128e+30
0.0682868 1.16228e+26 6.98296e+30
0.0683668 1.16393e+26 6.99464e+30
0.0684468 1.16559e+26 7.00634e+30
0.0685269 1.16725e+26 7.01805e+30
0.0686069 1.1689e+26 7.02978e+30
0.0686869 1.17056e+26 7.04152e+30
0.0687669 1.17222e+26 7.05327e+30
0.0688469 1.17389e+26 7.06503e+30
0.0689269 1.17555e+26 7.07681e+30
0.0690069 1.17722e+26 7.08859e+30
0.0690869 1.17888e+26 7.1004e+30
0.0691669 1.18055e+26 7.11221e+30
0.0692469 1.18222e+26 7.12404e+30
0.0693269 1.18389e+26 7.13588e+30
0.0694069 1.18556e+26 7.14773e+30
0.0694869 1.18723e+26 7.15959e+30
0.069567 1.1889e+26 7.17147e+30
0.069647 1.19058e+26 7.18336e+30
0.069727 1.19225e+26 7.19527e+30
0.069807 1.19393e+26 7.20718e+30
0.069887 1.19561e+26 7.21911e+30
0.069967 1.19729e+26 7.23106e+30
0.070047 1.19897e+26 7.24301e+30
0.070127 1.20065e+26 7.25498e+30
0.070207 1.20234e+26 7.26696e+30
0.070287 1.20402e+26 7.27895e+30
0.070367 1.20571e+26 7.29096e+30
0.070447 1.20739e+26 7.30298e+30
0.0705271 1.20908e+26 7.31501e+30
0.0706071 1.21077e+26 7.32706e+30
0.0706871 1.21246e+26 7.33912e+30
0.0707671 1.21415e+26 7.35119e+30
0.0708471 1.21585e+26 7.36327e+30
0.0709271 1.21754e+26 7.37537e+30
0.0710071 1.21924e+26 7.38748e+30
0.0710871 1.22093e+26 7.3996e+30
0.0711671 1.22263e+26 7.41173e+30
0.0712471 1.22433e+26 7.42388e+30
0.0713271 1.22603e+26 7.43604e+30
0.0714071 1.22773e+26 7.44822e+30
0.0714871 1.22944e+26 7.4604e+30
0.0715672 1.23114e+26 7.4726e+30
0.0716472 1.23285e+26 7.48482e+30
0.0717272 1.23455e+26 7.49704e+30
0.0718072 1.23626e+26 7.50928e+30
0.0718872 1.23797e+26 7.52153e+30
0.0719672 1.23968e+26 7.5338e+30
0.0720472 1.24139e+26 7.54607e+30
0.0721272 1.24311e+26 7.55836e+30
0.0722072 1.24482e+26 7.57067e+30
0.0722872 1.24654e+26 7.58298e+30
0.0723672 1.24825e+26 7.59531e+30
0.0724472 1.24997e+26 7.60765e+30
0.0725273 1.25169e+26 7.62001e+30
0.0726073 1.25341e+26 7.63238e+30
0.0726873 1.25513e+26 7.64476e+30
0.0727673 1.25686e+26 7.65715e+30
0.0728473 1.25858e+26 7.66956e+30
0.0729273 1.26031e+26 7.68198e+30
0.0730073 1.26203e+26 7.69441e+30
0.0730873 1.26376e+26 7.70685e+30
0.0731673 1.26549e+26 7.71931e+30
0.0732473 1.26722e+26 7.73178e+30
0.0733273 1.26895e+26 7.74427e+30
0.0734073 1.27068e+26 7.75677e+30
0.0734873 1.27242e+26 7.76928e+30
0.0735674 1.27415e+26 7.7818e+30
0.0736474 1.27589e+26 7.79434e+30
0.0737274 1.27763e+26 7.80688e+30
0.0738074 1.27937e+26 7.81945e+30
0.0738874 1.28111e+26 7.83202e+30
0.0739674 1.28285e+26 7.84461e+30
0.0740474 1.28459e+26 7.85721e+30
0.0741274 1.28633e+26 7.86983e+30
0.0742074 1.28808e+26 7.88245e+30
0.0742874 1.28983e+26 7.89509e+30
0.0743674 1.29157e+26 7.90775e+30
0.0744474 1.29332e+26 7.92041e+30
0.0745275 1.29507e+26 7.93309e+30
0.0746075 1.29682e+26 7.94578e+30
0.0746875 1.29858e+26 7.95849e+30
0.0747675 1.30033e+26 7.97121e+30
0.0748475 1.30208e+26 7.98394e+30
0.0749275 1.30384e+26 7.99668e+30
0.0750075 1.3056e+26 8.00944e+30
0.0750875 1.30736e+26 8.02221e+30
0.0751675 1.30912e+26 8.03499e+30
0.0752475 1.31088e+26 8.04779e+30
0.0753275 1.31264e+26 8.0606e+30
0.0754075 1.3144e+26 8.07342e+30
0.0754875 1.31617e+26 8.08626e+30
0.0755676 1.31793e+26 8.09911e+30
0.0756476 1.3197e+26 8.11197e+30
0.0757276 1.32147e+26 8.12484e+30
0.0758076 1.32324e+26 8.13773e+30
0.0758876 1.32501e+26 8.15063e+30
0.0759676 1.32678e+26 8.16354e+30
0.0760476 1.32855e+26 8.17647e+30
0.0761276 1.33033e+26 8.18941e+30
0.0762076 1.3321e+26 8.20236e+30
0.0762876 1.33388e+26 8.21533e+30
0.0763676 1.33566e+26 8.22831e+30
0.0764476 1.33744e+26 8.2413e+30
0.0765277 1.33922e+26 8.25431e+30
0.0766077 1.341e+26 8.26733e+30
0.0766877 1.34278e+26 8.28036e+30
0.0767677 1.34457e+26 8.2934e+30
0.0768477 1.34635e+26 8.30646e+30
0.0769277 1.34814e+26 8.31953e+30
0.0770077 1.34993e+26 8.33262e+30
